아파트명,면적,층수,구,동,년수,거래_날짜,가격,브랜드
당산어울림2차,84.965,3,영등포구,당산동3가,15,20240502,11,기타
현대I-PARK,59.65,3,양천구,목동,21,20240502,10.1,기타
성내동삼성,114.93,1,강동구,성내동,25,20240502,11.6,기타
현대4차저층(51~56동),117.91,3,강남구,압구정동,47,20240502,57,기타
당산디오빌,29.23,8,영등포구,당산동5가,19,20240502,3.5,기타
용산큐브,13.01,16,용산구,문배동,11,20240502,1.85,기타
현대3,59.67,16,광진구,광장동,34,20240502,10.2,기타
대림e편한세상,75.64,8,강서구,등촌동,22,20240502,8.45,기타
풍림아이원,84.767,12,성동구,옥수동,20,20240502,18.5,기타
아름다운세상,74.73,5,양천구,신월동,18,20240502,5.3,기타
래미안마포리버웰,59.99,9,마포구,용강동,9,20240502,16,래미안
옥수삼성,84.822,8,성동구,옥수동,25,20240502,14.35,기타
래미안웰스트림,84.9,7,마포구,현석동,8,20240502,16.6,래미안
래미안웰스트림,84.9,15,마포구,현석동,8,20240502,17.95,래미안
현대파크빌,84.81,1,광진구,광장동,24,20240502,14.2,기타
대우,59.97,19,성동구,금호동4가,23,20240502,10.45,기타
래미안밤섬리베뉴Ⅱ,59.86,8,마포구,상수동,10,20240502,13.2,래미안
고덕주공9,83.34,7,강동구,명일동,39,20240502,11,기타
극동상록수,84.96,7,강서구,염창동,25,20240502,8.8,기타
남산타운,84.88,11,중구,신당동,22,20240502,12.95,기타
고덕센트럴IPARK,59.99,14,강동구,상일동,5,20240502,11.55,기타
래미안솔베뉴,59.11,26,강동구,명일동,5,20240502,11.9,래미안
삼익그린2차,66.87,6,강동구,명일동,41,20240502,11.4,기타
서울역디오빌,73.86,12,중구,만리동1가,19,20240502,9,기타
마포그랑자이(1단지),84.98,1,마포구,대흥동,4,20240502,15.6,자이
고덕아르테온,84.93,9,강동구,상일동,4,20240502,15.3,기타
롯데캐슬퍼스트,59.99,28,강동구,암사동,16,20240502,11.45,롯데캐슬
가양강나루현대,59.76,18,강서구,가양동,25,20240502,8,기타
현대,59.91,23,성동구,마장동,26,20240502,7.95,기타
가양2단지(성지),49.65,7,강서구,가양동,32,20240502,6.9,기타
DMC파크뷰자이1단지,59.992,12,서대문구,남가좌동,9,20240502,7,자이
DMC파크뷰자이1단지,84.968,14,서대문구,남가좌동,9,20240502,11.5,자이
DMC상암센트럴파크2단지,36.69,8,마포구,상암동,15,20240502,6.1,기타
경남아너스빌,59.981,7,중랑구,면목동,18,20240502,7.3,기타
장안힐스테이트,84.789,13,동대문구,장안동,17,20240502,9.5,힐스테이트
DMC에코자이,59.79,5,서대문구,남가좌동,5,20240502,9.7,자이
가우디캐슬,12.94,6,동대문구,용두동,5,20240502,1.5,기타
가우디캐슬,12.94,10,동대문구,용두동,5,20240502,1.5,기타
용마산금호어울림,84.699,2,중랑구,면목동,18,20240502,6.37,기타
보문파크뷰자이,59.87,6,성북구,보문동6가,7,20240502,8.95,자이
한신,114.95,17,동대문구,청량리동,27,20240502,8.7,기타
한신,114.95,16,동대문구,청량리동,27,20240502,9.5,기타
홍제현대,60.81,1,서대문구,홍제동,32,20240502,6.35,기타
베라체캠퍼스,24.319,7,동대문구,회기동,11,20240502,2.53,기타
시티플레이스,14.01,16,성북구,동소문동6가,9,20240502,2,기타
백련산해모로,74.94,15,은평구,응암동,4,20240502,8.4,기타
더위일,58.77,6,은평구,응암동,7,20240502,5.6,기타
더위일,58.77,6,은평구,응암동,7,20240502,5.6,기타
길음뉴타운8단지(래미안),59.99,5,성북구,길음동,14,20240502,9.05,래미안
길음동동부센트레빌(1278-0),59.998,3,성북구,길음동,21,20240502,7.08,기타
신내9진흥,39.84,8,중랑구,신내동,28,20240502,3.31,기타
우남그랜드,84.73,1,노원구,월계동,23,20240502,6,기타
신세계드림빌2,79.92,6,은평구,대조동,21,20240502,3.8,기타
신내,59.76,8,중랑구,묵동,28,20240502,5.4,기타
신내대림아파트,102.7,2,중랑구,묵동,29,20240502,9.1,기타
한진한화그랑빌,59.94,20,노원구,월계동,22,20240502,7.3,기타
한진한화그랑빌,84.97,25,노원구,월계동,22,20240502,8.46,기타
에스케이북한산시티,59.98,13,강북구,미아동,20,20240502,5.8,기타
공릉동한보에센시티아파트,84.93,11,노원구,공릉동,24,20240502,6.65,기타
장미(시영6),39.78,9,노원구,하계동,35,20240502,4.45,기타
미성,84.94,10,노원구,하계동,35,20240502,7.7,기타
제각말5단지푸르지오(529~542동)BL2-9,84.89,7,은평구,진관동,14,20240502,8.15,푸르지오
우물골2단지두산위브(223~244동)BL2-7,84.51,6,은평구,진관동,14,20240502,9.39,기타
우물골2단지두산위브(223~244동)BL2-7,84.51,6,은평구,진관동,14,20240502,9.39,기타
학여울청구,59.4,15,노원구,하계동,25,20240502,5.73,기타
중계그린1단지,59.22,15,노원구,중계동,34,20240502,5.99,기타
삼성래미안,84.87,2,도봉구,창동,32,20240502,7.35,래미안
상계주공4(고층),41.3,5,노원구,상계동,36,20240502,3.95,기타
중계3우성,59.94,10,노원구,중계동,25,20240502,5.8,기타
파라다이스빌,84.91,10,도봉구,쌍문동,20,20240502,6.25,기타
한양2,48.96,13,도봉구,쌍문동,36,20240502,2.95,기타
신동아아파트1,84.87,7,도봉구,방학동,38,20240502,5,기타
한화성원아파트,59.88,5,도봉구,방학동,28,20240502,3.6,기타
벽산,43.35,10,노원구,상계동,35,20240502,3.47,기타
동도센트리움,79.389,15,도봉구,창동,15,20240502,6.4,기타
대원그린아파트,46.86,9,도봉구,방학동,37,20240502,2.77,기타
상계대림,59.67,4,노원구,상계동,35,20240502,4.28,기타
관악산신도브래뉴,104.51,4,금천구,시흥동,18,20240503,6.88,기타
관악산벽산타운5,114.84,15,금천구,시흥동,20,20240503,7.1,기타
독산주공14단지,38.64,3,금천구,독산동,34,20240503,3,기타
금천현대,59.82,21,금천구,독산동,22,20240503,5.3,기타
세곡푸르지오,84.83,1,강남구,세곡동,12,20240503,13.4,푸르지오
위례24단지(꿈에그린),59.96,6,송파구,장지동,11,20240503,11.9,기타
송파파인타운10단지,59.95,11,송파구,장지동,17,20240503,10.8,기타
송파파인타운10단지,59.96,14,송파구,장지동,17,20240503,10.6,기타
파크하비오,84.964,17,송파구,문정동,8,20240503,14,기타
강남데시앙포레,59.74,6,강남구,수서동,10,20240503,13.45,기타
한양수자인에듀힐즈,76.951,7,구로구,항동,5,20240503,8,기타
래미안블레스티지,59.897,7,강남구,개포동,5,20240503,20,래미안
라이프미성,91.24,2,관악구,신림동,42,20240503,7.9,기타
롯데캐슬아르떼,147.722,11,서초구,방배동,11,20240503,28.8,롯데캐슬
푸른마을아파트101동~111동,59.76,15,강남구,일원동,30,20240503,14.65,기타
까치마을,39.6,4,강남구,수서동,31,20240503,9.45,기타
서초그랑자이,100.31,27,서초구,서초동,3,20240503,34.7,자이
올림픽훼밀리타운,117.585,12,송파구,문정동,36,20240503,19.3,기타
올림픽훼밀리타운,136.325,5,송파구,문정동,36,20240503,20.55,기타
래미안개포루체하임,71.65,6,강남구,일원동,6,20240503,24.9,래미안
관악드림(삼성),114.75,3,관악구,봉천동,21,20240503,8.5,기타
거여1단지,39.6,3,송파구,거여동,27,20240503,5.78,기타
현대홈타운,59.49,1,구로구,개봉동,23,20240503,5.5,기타
수서,52.29,15,강남구,일원동,32,20240503,10.85,기타
강남서해그랑블,70.57,4,강남구,역삼동,12,20240503,8.3,기타
도곡렉슬,119.89,22,강남구,도곡동,18,20240503,33.4,기타
한신휴2차,59.89,4,영등포구,대림동,25,20240503,4,기타
한마을,84.57,20,구로구,개봉동,25,20240503,8,기타
유원서초,84.82,18,서초구,서초동,31,20240503,18.2,기타
헬리오시티,59.96,14,송파구,가락동,6,20240503,17.45,기타
헬리오시티,84.98,8,송파구,가락동,6,20240503,21.48,기타
헬리오시티,99.6,14,송파구,가락동,6,20240503,23.35,기타
"가락3차쌍용스윗닷홈101동,102동",84.82,12,송파구,가락동,19,20240503,12.5,기타
역삼푸르지오,59.884,15,강남구,역삼동,18,20240503,19.45,푸르지오
삼성래미안2,59.886,12,동작구,상도동,21,20240503,9,래미안
서원파인뷰(102동),84.96,4,송파구,석촌동,21,20240503,7.3,기타
장원빌라트,244.88,2,서초구,반포동,22,20240503,25,기타
역삼자이,84.993,13,강남구,역삼동,8,20240503,26,자이
송파동부쎈트레빌,84.98,10,송파구,가락동,20,20240503,14.3,기타
쌍용스윗닷홈,59.578,9,동작구,상도동,21,20240503,8.93,기타
동부센트레빌,84.97,17,강남구,역삼동,26,20240503,20,기타
힐스테이트클래시안,49.7,24,영등포구,신길동,4,20240503,8.7,힐스테이트
래미안영등포프레비뉴,59.99,14,영등포구,신길동,9,20240503,10.6,래미안
대림1,84.95,3,구로구,신도림동,25,20240503,9.75,기타
이수브라운스톤상도(527-0),59.94,7,동작구,상도동,17,20240503,10.9,기타
대림e-편한세상5,84.789,17,구로구,신도림동,21,20240503,11.8,기타
신동아리버파크,59.67,22,동작구,노량진동,23,20240503,8.6,기타
레이크팰리스,116.19,18,송파구,잠실동,18,20240503,25,기타
동아,59.8,4,서초구,잠원동,22,20240503,19.7,기타
벽산블루밍2단지,84.928,15,양천구,신월동,21,20240503,7.6,기타
신트리1,49.95,13,양천구,신정동,25,20240503,6.33,기타
잠실엘스,84.8,18,송파구,잠실동,16,20240503,23.85,기타
주공아파트5단지,76.5,13,송파구,잠실동,46,20240503,26.77,기타
주공아파트5단지,82.51,15,송파구,잠실동,46,20240503,29.55,기타
석탑아파트101동,84.6,17,강남구,삼성동,28,20240503,17.5,기타
올림픽선수기자촌2단지,100.82,6,송파구,방이동,36,20240503,21.8,기타
강변,84.53,8,서초구,잠원동,37,20240503,19.3,기타
은하,121.52,9,영등포구,여의도동,50,20240503,21.2,기타
파크리오,59.86,12,송파구,신천동,16,20240503,17.45,기타
파크리오,59.86,9,송파구,신천동,16,20240503,18,기타
청담자이,82.952,10,강남구,청담동,13,20240503,29.5,자이
리버빌(삼성),84.96,12,용산구,보광동,24,20240503,17,기타
하이페리온2,133.363,27,양천구,목동,18,20240503,24.7,기타
양천벽산블루밍1단지,59.99,7,양천구,신월동,18,20240503,5.55,기타
진도2,59.46,9,양천구,목동,25,20240503,10.84,기타
트라팰리스웨스턴에비뉴,112.33,12,양천구,목동,15,20240503,24,기타
집앤사베니아파트,59.57,11,강동구,성내동,5,20240503,7.3,기타
목동신시가지7,53.88,12,양천구,목동,38,20240503,14,기타
당산현대5차,59.75,6,영등포구,당산동4가,24,20240503,10.3,기타
강변래미안,78.9,12,영등포구,당산동,22,20240503,12.4,래미안
길훈엔트런스빌,58.89,2,양천구,신월동,19,20240503,4,기타
청호뜨레피움퍼스트아파트,58.34,6,강동구,둔촌동,8,20240503,5.36,기타
목동신시가지5,115.47,3,양천구,목동,38,20240503,26.3,기타
한라아파트,84.6,3,광진구,자양동,28,20240503,10.5,기타
경남아너스빌,59.84,17,영등포구,양평동4가,24,20240503,7.07,기타
용산e편한세상,84.89,21,용산구,신계동,13,20240503,18.5,기타
래미안강동팰리스,84.97,39,강동구,천호동,7,20240503,13.6,래미안
강동LG자이,84.88,21,강동구,길동,21,20240503,11.9,자이
목동신시가지1,65.34,3,양천구,목동,39,20240503,15.8,기타
옥수삼성,114.666,8,성동구,옥수동,25,20240503,17.3,기타
옥수삼성,114.666,8,성동구,옥수동,25,20240503,17.3,기타
성원2,59.9,13,양천구,목동,24,20240503,6,기타
성원2,59.9,13,양천구,목동,24,20240503,6,기타
수명산그린시아,83.25,2,양천구,신월동,10,20240503,5.3,기타
동아,96.18,3,성동구,성수동1가,41,20240503,17.9,기타
서울숲푸르지오,59.99,9,성동구,금호동4가,17,20240503,13.3,푸르지오
공덕현대,51.62,6,마포구,공덕동,35,20240503,8.1,기타
마포자이더센트리지(102동~112동),59.99,7,마포구,염리동,2,20240503,13.4,자이
고덕롯데캐슬베네루체,84.923,9,강동구,상일동,5,20240503,12.45,롯데캐슬
쌍용,59.76,8,성동구,성수동1가,27,20240503,11.3,기타
금호한신,114.76,1,성동구,금호동3가,19,20240503,11,기타
롯데캐슬,134.576,9,강서구,염창동,19,20240503,10.5,롯데캐슬
신촌숲아이파크,84.912,17,마포구,신수동,5,20240503,18.1,기타
태승훼미리3차,84.46,8,강서구,내발산동,20,20240503,6.1,기타
프라이어팰리스,114.272,6,강동구,암사동,17,20240503,13.6,기타
삼성광나루,59.69,6,강동구,암사동,22,20240503,8.9,기타
마포센트럴아이파크,84.966,2,마포구,아현동,7,20240503,14.5,기타
건영,59.21,11,성동구,송정동,24,20240503,7.6,기타
롯데캐슬퍼스트,59.99,7,강동구,암사동,16,20240503,11,롯데캐슬
롯데캐슬퍼스트,59.99,28,강동구,암사동,16,20240503,11.25,롯데캐슬
고덕그라시움,73.566,8,강동구,고덕동,5,20240503,14,기타
이편한세상신촌(1단지),84.93,15,서대문구,북아현동,6,20240503,14.18,기타
이편한세상신촌(2단지),114.89,2,서대문구,북아현동,6,20240503,18.9,기타
신촌럭키,83.38,6,서대문구,대현동,25,20240503,8.95,기타
빛고을우방,84.9,8,강서구,가양동,25,20240503,8.6,기타
가양강나루현대,59.76,3,강서구,가양동,25,20240503,5.76,기타
북아현맨션,84.95,5,서대문구,북아현동,49,20240503,10.32,기타
코오롱,84.936,5,마포구,연남동,21,20240503,10.7,기타
센트라스,59.95,23,성동구,하왕십리동,8,20240503,12.25,기타
센트라스,84.96,3,성동구,하왕십리동,8,20240503,15.5,기타
돈의문센트레빌,84.99,12,서대문구,냉천동,13,20240503,13.32,기타
텐즈힐(1단지),129.34,8,성동구,하왕십리동,9,20240503,18.8,기타
동아,59.88,18,동대문구,답십리동,23,20240503,6.5,기타
장안뉴시티,17.53,7,동대문구,장안동,12,20240503,0.95,기타
장안뉴시티,17.53,8,동대문구,장안동,12,20240503,0.95,기타
장안뉴시티,17.63,9,동대문구,장안동,12,20240503,0.95,기타
장안뉴시티,17.63,9,동대문구,장안동,12,20240503,0.95,기타
장안뉴시티,17.63,9,동대문구,장안동,12,20240503,0.95,기타
롯데캐슬,59.94,26,중구,황학동,16,20240503,8.1,롯데캐슬
롯데캐슬,84.92,18,중구,황학동,16,20240503,9.5,롯데캐슬
독립문극동(200-0),114.51,10,서대문구,현저동,26,20240503,12.5,기타
장안힐스테이트,59.928,14,동대문구,장안동,17,20240503,7.8,힐스테이트
현대,84.81,11,중랑구,면목동,30,20240503,7.25,기타
두산4,84.86,14,중랑구,면목동,24,20240503,7.2,기타
사가정센트럴아이파크,59.78,9,중랑구,면목동,4,20240503,9.35,기타
사가정센트럴아이파크,84.956,9,중랑구,면목동,4,20240503,10.9,기타
주공2,59.79,22,동대문구,휘경동,23,20240503,5.7,기타
힐스테이트홍은포레스트,84.53,9,서대문구,홍은동,2,20240503,11.45,힐스테이트
성종그린,84.97,4,성북구,삼선동3가,22,20240503,5.5,기타
한진(609-1),59.58,13,성북구,돈암동,26,20240503,5.8,기타
돈암동삼성,84.59,4,성북구,돈암동,25,20240503,6.72,기타
리더스파크,82.45,15,은평구,역촌동,18,20240503,7.3,기타
쌍용,59.99,12,동대문구,이문동,24,20240503,6.65,기타
래미안크리시엘,114.98,17,성북구,종암동,20,20240503,9.1,래미안
건영2차아파트,84.96,5,중랑구,상봉동,28,20240503,6.98,기타
금호어울림(580),84.93,5,중랑구,망우동,18,20240503,6,기타
금호어울림(580),84.93,10,중랑구,망우동,18,20240503,6.2,기타
길음뉴타운데시앙,59.42,9,성북구,정릉동,25,20240503,5.375,기타
길음뉴타운데시앙,59.42,9,성북구,정릉동,25,20240503,5.375,기타
동아에코빌,59.95,17,성북구,상월곡동,21,20240503,5.99,기타
래미안월곡,59.754,12,성북구,하월곡동,18,20240503,7.35,래미안
북한산현대홈타운,84.995,1,은평구,불광동,20,20240503,7.8,기타
동익파크1동(355-95),84.98,10,은평구,구산동,33,20240503,5,기타
미아한일유앤아이,84.552,5,강북구,미아동,22,20240503,6,기타
신내,39.84,12,중랑구,묵동,28,20240503,3.77,기타
신내,39.84,8,중랑구,묵동,28,20240503,3.78,기타
대우,43.11,10,성북구,정릉동,23,20240503,3.4,기타
장은하이빌,55.715,2,노원구,월계동,22,20240503,4.25,기타
장은하이빌,55.715,2,노원구,월계동,22,20240503,4.3,기타
두산힐스빌아파트,84.9,13,노원구,공릉동,24,20240503,7.55,기타
두산힐스빌아파트,84.9,13,노원구,공릉동,24,20240503,7.55,기타
호림리슈리안,75.11,3,은평구,갈현동,17,20240503,5,기타
주공2,44.52,9,노원구,월계동,32,20240503,2.85,기타
주공2,44.52,10,노원구,월계동,32,20240503,2.85,기타
주공2,44.94,11,노원구,월계동,32,20240503,2.85,기타
장미(시영6),49.75,9,노원구,하계동,35,20240503,5.43,기타
은평스카이뷰자이,84.336,21,은평구,진관동,5,20240503,9.8,자이
