아파트명,면적,층수,구,동,년수,거래_날짜,가격,브랜드
한강삼성,59.76,22,마포구,토정동,27,20240624,11.9,기타
용산롯데캐슬센터포레,84.909,2,용산구,효창동,5,20240624,17.3,롯데캐슬
금호,59.92,5,성동구,성수동1가,21,20240624,12.25,기타
금호,59.92,5,성동구,성수동1가,21,20240624,12.25,기타
금호,59.92,5,성동구,성수동1가,21,20240624,12.25,기타
서울숲대림,77.47,15,성동구,성수동1가,24,20240624,15.9,기타
우림루미아트,84.07,7,강동구,길동,21,20240624,7.65,기타
신공덕1차삼성래미안1아파트,84.9,1,마포구,신공덕동,24,20240624,12.7,래미안
e편한세상광진그랜드파크,84.971,1,광진구,구의동,3,20240624,15.23,기타
화곡푸르지오,104.75,10,강서구,화곡동,22,20240624,10.5,푸르지오
서울숲푸르지오,59.99,15,성동구,금호동4가,17,20240624,13.35,푸르지오
해모로,83.85,5,마포구,창전동,17,20240624,13.65,기타
강서힐스테이트,84.99,2,강서구,화곡동,9,20240624,12.1,힐스테이트
강서힐스테이트,84.99,16,강서구,화곡동,9,20240624,12.85,힐스테이트
롯데캐슬위너,84.97,15,양천구,목동,19,20240624,11.85,롯데캐슬
고덕주공9,83.52,10,강동구,명일동,39,20240624,11.45,기타
남산타운,84.88,2,중구,신당동,22,20240624,11.65,기타
남산타운,114.88,1,중구,신당동,22,20240624,12.5,기타
e편한세상염창,84.635,13,강서구,염창동,5,20240624,13.5,기타
마포자이더센트리지(102동~112동),59.99,12,마포구,염리동,2,20240624,13.95,자이
마포자이더센트리지(102동~112동),84.866,4,마포구,염리동,2,20240624,16,자이
고덕롯데캐슬베네루체,84.923,10,강동구,상일동,5,20240624,13.3,롯데캐슬
"우장산아이파크,이편한세상",84.97,17,강서구,화곡동,16,20240624,12.3,기타
워커힐푸르지오,65.66,8,광진구,광장동,37,20240624,9.9,푸르지오
두산,59.97,1,성동구,금호동3가,30,20240624,8.8,기타
신동아,59.97,1,성동구,응봉동,28,20240624,7.1,기타
강서아이파크,83.077,10,강서구,화곡동,19,20240624,6.45,기타
무학,59.38,15,강서구,염창동,25,20240624,6.9,기타
상록,58.71,4,마포구,염리동,27,20240624,8.3,기타
상록,58.71,4,마포구,염리동,27,20240624,8.3,기타
벽산,59.9,4,성동구,금호동1가,23,20240624,9.2,기타
벽산,84.82,10,성동구,금호동1가,23,20240624,11.9,기타
대림(1차),113.71,10,성동구,응봉동,38,20240624,16.1,기타
고덕센트럴IPARK,74.88,2,강동구,상일동,5,20240624,12.8,기타
선사현대,59.64,21,강동구,암사동,24,20240624,9.87,기타
래미안솔베뉴,59.11,13,강동구,명일동,5,20240624,12,래미안
래미안솔베뉴,59.11,12,강동구,명일동,5,20240624,12.3,래미안
제일,48.99,5,용산구,후암동,20,20240624,6.2,기타
마포프레스티지자이,59.784,12,마포구,염리동,3,20240624,16.5,자이
명일진로,118.44,10,강동구,명일동,30,20240624,10.3,기타
신촌태영데시앙,84.97,18,마포구,창전동,21,20240624,11,기타
프라이어팰리스,84.975,22,강동구,암사동,17,20240624,11.9,기타
프라이어팰리스,84.975,8,강동구,암사동,17,20240624,12.19,기타
프라이어팰리스,114.272,15,강동구,암사동,17,20240624,14.97,기타
신동아,127.33,14,강동구,명일동,38,20240624,17.1,기타
우장산한화꿈에그린,84.98,2,강서구,화곡동,20,20240624,7.4,기타
우장산한화꿈에그린,84.98,2,강서구,화곡동,20,20240624,7.4,기타
서울역센트럴자이,72.973,9,중구,만리동2가,7,20240624,14.8,자이
e편한세상신금호파크힐스,59.949,9,성동구,금호동1가,5,20240624,14.9,기타
서울숲한신더휴,84.95,5,성동구,행당동,21,20240624,13.39,기타
마포그랑자이,59.96,9,마포구,대흥동,4,20240624,15.5,자이
마포그랑자이(1단지),59.96,9,마포구,대흥동,4,20240624,15.5,자이
고덕아르테온,59.98,10,강동구,상일동,4,20240624,13,기타
고덕아르테온,84.95,4,강동구,상일동,4,20240624,12,기타
마포래미안푸르지오4단지,84.597,1,마포구,아현동,10,20240624,17,래미안
마포래미안푸르지오2단지,114.726,6,마포구,아현동,10,20240624,21.4,래미안
건영,59.83,15,성동구,송정동,24,20240624,7.23,기타
건영,59.83,15,성동구,송정동,24,20240624,7.23,기타
고덕그라시움,59.785,18,강동구,고덕동,5,20240624,13.3,기타
고덕그라시움,73.873,17,강동구,고덕동,5,20240624,15.5,기타
고덕그라시움,73.873,8,강동구,고덕동,5,20240624,16.4,기타
이편한세상신촌(1단지),59.85,4,서대문구,북아현동,6,20240624,12.9,기타
극동미라주,84.33,1,성동구,하왕십리동,23,20240624,9.35,기타
두산,59.96,13,서대문구,북아현동,25,20240624,8.2,기타
신촌럭키,59.7,5,서대문구,대현동,25,20240624,8,기타
고덕리엔파크2단지,114.97,15,강동구,강일동,13,20240624,12.75,기타
청구e편한세상,118.47,12,중구,신당동,13,20240624,17.9,기타
"등촌7,8단지주공아파트",41.85,9,강서구,등촌동,30,20240624,5.475,기타
경남(2차),235.34,10,서대문구,북아현동,25,20240624,15.9,기타
피어리스,84.24,11,서대문구,충정로3가,37,20240624,4.62,기타
"등촌1,2단지주공아파트",41.85,8,강서구,등촌동,30,20240624,5.15,기타
강변,34.44,3,강서구,가양동,32,20240624,5,기타
센트라스,59.99,24,성동구,하왕십리동,8,20240624,13.1,기타
삼성,59.76,11,성동구,마장동,28,20240624,8.8,기타
벽산,71.33,15,성동구,하왕십리동,28,20240624,9.3,기타
현대,59.94,15,성동구,마장동,26,20240624,8.25,기타
장안현대홈타운,112.78,24,동대문구,장안동,21,20240624,9.95,기타
삼희,59.68,7,동대문구,답십리동,41,20240624,4.1,기타
독립문삼호,75.66,4,서대문구,영천동,29,20240624,9.05,기타
동서울한양,59.67,1,동대문구,답십리동,35,20240624,4.9,기타
독립문극동(200-0),59.58,8,서대문구,현저동,26,20240624,9.3,기타
래미안위브,59.97,5,동대문구,답십리동,10,20240624,11.1,래미안
DMC파크뷰자이2단지,59.981,5,서대문구,남가좌동,9,20240624,10.3,자이
청계한신휴플러스,59.74,7,동대문구,답십리동,14,20240624,9.6,기타
연희궁,50.04,2,서대문구,연희동,52,20240624,1.8,기타
용두두산위브,84.99,4,동대문구,용두동,15,20240624,10.2,기타
래미안장안2차,81.05,1,동대문구,장안동,17,20240624,8.5,래미안
DMC금호리첸시아,16.03,2,서대문구,남가좌동,2,20240624,2,기타
래미안루센티아,84.83,10,서대문구,남가좌동,4,20240624,12.38,래미안
성원,59.61,6,서대문구,연희동,23,20240624,6.45,기타
현대,84.81,14,중랑구,면목동,30,20240624,6.6,기타
래미안크레시티,59.99,4,동대문구,전농동,10,20240624,11.48,래미안
방화동진로아파트,84.63,8,강서구,방화동,30,20240624,6.8,기타
DMC휴먼빌아파트,84.21,3,서대문구,북가좌동,16,20240624,7.1,기타
창신이수,120.84,3,종로구,창신동,21,20240624,10.25,기타
두산,59.73,13,서대문구,홍은동,27,20240624,5.63,기타
한양수자인사가정파크,23.107,2,중랑구,면목동,5,20240624,3.2,기타
성원,84.87,2,서대문구,홍제동,26,20240624,6.85,기타
아남1,84.9,12,종로구,명륜2가,29,20240624,11.7,기타
"현대(1,2차)",59.97,9,서대문구,홍은동,36,20240624,6.46,기타
"현대(1,2차)",73.98,14,서대문구,홍은동,36,20240624,7.45,기타
문화촌현대,59.94,11,서대문구,홍제동,22,20240624,6,기타
인왕산벽산,84.63,11,서대문구,홍제동,21,20240624,7.05,기타
현대1,84.17,11,은평구,신사동,27,20240624,5.6,기타
래미안이문2차,84.61,9,동대문구,이문동,20,20240624,8.98,래미안
휘경SK뷰,84.31,15,동대문구,휘경동,5,20240624,10.8,기타
한진(609-1),84.87,19,성북구,돈암동,26,20240624,7.5,기타
건영1,84.96,10,중랑구,상봉동,27,20240624,6.2,기타
건영1,84.96,18,중랑구,상봉동,27,20240624,6.5,기타
한일써너스빌리젠시1단지(101동),84.69,24,중랑구,망우동,16,20240624,8.05,기타
래미안크리시엘,59.99,12,성북구,종암동,20,20240624,7.1,래미안
종암에스케이,59.86,12,성북구,종암동,25,20240624,6.2,기타
극동,84.92,5,서대문구,홍은동,29,20240624,5.18,기타
래미안아트리치,59.98,1,성북구,석관동,5,20240624,8.3,래미안
래미안아트리치,59.98,1,성북구,석관동,5,20240624,8.3,래미안
정릉푸르지오,59.98,10,성북구,정릉동,19,20240624,6.5,푸르지오
길음뉴타운4단지(e편한세상),84.64,12,성북구,길음동,19,20240624,8.85,기타
위더스빌,84.98,9,중랑구,묵동,14,20240624,6.35,기타
꿈의숲아이파크,59.1,23,성북구,장위동,2,20240624,9.3,기타
신내6대주,39.84,7,중랑구,신내동,28,20240624,3.9,기타
한진한화그랑빌,139.08,27,노원구,월계동,22,20240624,10.14,기타
대우,43.11,6,성북구,정릉동,23,20240624,3.4,기타
래미안포레카운티,59.92,5,성북구,장위동,3,20240624,8.3,래미안
래미안포레카운티,84.98,17,성북구,장위동,3,20240624,9.4,래미안
꿈의숲해링턴플레이스,84.67,1,강북구,미아동,5,20240624,8.2,기타
꿈의숲SKVIEW,84.93,12,노원구,월계동,8,20240624,8.3,기타
라이프시티,79.11,7,은평구,갈현동,33,20240624,4.7,기타
태강아파트(아이파크),59.34,12,노원구,공릉동,25,20240624,5.97,기타
주공1단지,41.3,15,강북구,번동,33,20240624,4,기타
우물골2단지두산위브(204~208동)BL2-5,84.51,3,은평구,진관동,15,20240624,9.17,기타
건영,74.58,3,노원구,하계동,36,20240624,7.22,기타
학여울청구,84.77,5,노원구,하계동,25,20240624,7.5,기타
학여울청구,84.77,6,노원구,하계동,25,20240624,7.8,기타
청구,70.69,12,노원구,하계동,36,20240624,6.8,기타
경남,84.97,9,노원구,중계동,35,20240624,8,기타
녹천역두산위브아파트,84.909,5,노원구,월계동,7,20240624,6.9,기타
녹천역두산위브아파트,84.934,1,노원구,월계동,7,20240624,6.9,기타
주공17단지,36.16,1,도봉구,창동,35,20240624,3.035,기타
주공17단지,36.16,1,도봉구,창동,35,20240624,3.035,기타
창동한신휴플러스(621-69),118.03,14,도봉구,창동,22,20240624,9,기타
주공10,58.14,5,노원구,중계동,29,20240624,6.75,기타
주공19단지(창동리버타운),99.75,1,도봉구,창동,36,20240624,9.13,기타
현대3,84.97,10,도봉구,쌍문동,29,20240624,4.9,기타
창동주공2단지,41.3,4,도봉구,창동,34,20240624,4.09,기타
주공5,44.94,12,노원구,중계동,32,20240624,4.9,기타
북한산아이파크5차,119.173,9,도봉구,창동,20,20240624,10.8,기타
노원우성,84.88,1,노원구,상계동,32,20240624,5.99,기타
노원우성,84.88,9,노원구,상계동,32,20240624,6.45,기타
상계주공7(고층),49.94,12,노원구,상계동,36,20240624,6.3,기타
청암2단지,49.77,2,노원구,상계동,23,20240624,3.17,기타
노원센트럴푸르지오,59.996,17,노원구,상계동,3,20240624,7.8,푸르지오
동아불암,59.4,12,노원구,상계동,25,20240624,4.5,기타
벽산,84.99,8,금천구,시흥동,24,20240625,5.2,기타
신림현대,82.2,6,관악구,신림동,31,20240625,5,기타
명도힐스티지,29.63,14,금천구,독산동,5,20240625,2.5,기타
서울대입구아이원(1560-62),59.96,1,관악구,봉천동,18,20240625,7.78,기타
개포래미안포레스트,59.92,14,강남구,개포동,4,20240625,20,래미안
개포래미안포레스트,59.92,18,강남구,개포동,4,20240625,20,래미안
송파파인타운6단지,84.94,6,송파구,장지동,16,20240625,12.25,기타
강남데시앙포레,84.92,12,강남구,수서동,10,20240625,17.4,기타
강남데시앙포레,101.88,8,강남구,수서동,10,20240625,20.8,기타
더샵서초,30.39,31,서초구,서초동,18,20240625,5.35,기타
송파파인타운3단지,84.93,8,송파구,장지동,16,20240625,11.9,기타
목련타운,99.79,5,강남구,일원동,31,20240625,24,기타
목련타운,134.71,2,강남구,일원동,31,20240625,20.8,기타
우성4,84.6,8,강남구,도곡동,39,20240625,28.3,기타
한신휴플러스,84.93,20,서초구,방배동,18,20240625,14.8,기타
타워팰리스3,141.648,29,강남구,도곡동,20,20240625,36.6,기타
삼성래미안,78.665,10,구로구,구로동,20,20240625,8.6,래미안
래미안로이파크,84.98,22,동작구,사당동,6,20240625,15.7,래미안
삼익아파트401동~405동,60,7,강남구,수서동,32,20240625,13.6,기타
사당우성2,59.89,7,동작구,사당동,31,20240625,9.95,기타
방배2차현대홈타운,84.94,2,서초구,방배동,23,20240625,19.5,기타
개포우성2,127.78,11,강남구,대치동,40,20240625,39.5,기타
현대홈타운,84.915,8,구로구,개봉동,23,20240625,7.8,기타
사당롯데캐슬골든포레,59.99,4,동작구,사당동,3,20240625,10.23,롯데캐슬
보라매신동아파밀리에,84.88,7,영등포구,대림동,8,20240625,9,기타
한보미도맨션1,128.01,3,강남구,대치동,41,20240625,36.2,기타
도곡렉슬,119.89,16,강남구,도곡동,18,20240625,36.5,기타
서초동삼성쉐르빌2,70.49,13,서초구,서초동,22,20240625,9.15,기타
한성아파트,59.87,8,동작구,신대방동,29,20240625,8.35,기타
현대,56.49,1,구로구,구로동,36,20240625,4.55,기타
가락금호아파트,59.91,21,송파구,가락동,27,20240625,11.75,기타
힐스테이트상도프레스티지,84.884,18,동작구,상도동,11,20240625,13.7,힐스테이트
힐스테이트상도프레스티지,120.936,12,동작구,상도동,11,20240625,16.3,힐스테이트
서초롯데캐슬프레지던트,84.97,19,서초구,서초동,10,20240625,22.5,롯데캐슬
역삼래미안,59.53,17,강남구,역삼동,19,20240625,19.77,래미안
헬리오시티,84.98,17,송파구,가락동,6,20240625,21.85,기타
헬리오시티,110.66,6,송파구,가락동,6,20240625,25.58,기타
동부센트레빌,134.04,4,서초구,방배동,20,20240625,25.5,기타
상아2차아파트,45.77,2,송파구,오금동,36,20240625,7.7,기타
동아한신,84.99,7,구로구,고척동,24,20240625,7.5,기타
반포힐스테이트,84.77,16,서초구,반포동,12,20240625,33,힐스테이트
청호,59.85,8,동작구,흑석동,27,20240625,7.15,기타
상도더？(521),101.993,13,동작구,상도동,17,20240625,13.65,기타
한성,59.87,5,영등포구,신길동,27,20240625,8.2,기타
현대3차,59.83,27,영등포구,대림동,27,20240625,7.63,기타
더샵파크프레스티지,84.962,30,영등포구,신길동,2,20240625,12.45,기타
대림e-편한세상5,84.789,4,구로구,신도림동,21,20240625,11.2,기타
한라,84.91,18,영등포구,도림동,26,20240625,7.8,기타
동아,59.8,7,서초구,잠원동,22,20240625,20.8,기타
신반포2,107.31,2,서초구,잠원동,46,20240625,36.99,기타
신반포2,137.66,10,서초구,잠원동,46,20240625,46.5,기타
아크로리버하임,84.753,21,동작구,흑석동,5,20240625,23.1,기타
영등포푸르지오,79.777,19,영등포구,영등포동,22,20240625,11.15,푸르지오
잠실엘스,59.96,1,송파구,잠실동,16,20240625,19,기타
한국개나리,59.85,3,동작구,대방동,27,20240625,6.5,기타
목동신시가지13,70.73,9,양천구,신정동,37,20240625,14.1,기타
목동신시가지13,70.73,5,양천구,신정동,37,20240625,14.4,기타
우정,84.6,14,동작구,대방동,25,20240625,9.15,기타
래미안신반포팰리스,84.42,15,서초구,잠원동,8,20240625,30,래미안
목동센트럴아이파크위브2단지,59.88,7,양천구,신월동,4,20240625,9.1,기타
올림픽선수기자촌2단지,83.06,2,송파구,방이동,36,20240625,19.05,기타
래미안신반포리오센트,84.92,29,서초구,잠원동,5,20240625,32,래미안
롯데캐슬,59.747,13,양천구,신월동,10,20240625,8.19,롯데캐슬
강촌,84.77,22,용산구,이촌동,26,20240625,21.8,기타
목동힐스테이트,84.88,15,양천구,신정동,8,20240625,17,힐스테이트
파크리오,84.79,10,송파구,신천동,16,20240625,21.5,기타
진로,59.4,5,영등포구,당산동1가,27,20240625,8.6,기타
한가람,59.88,3,용산구,이촌동,26,20240625,16,기타
목동신시가지8,54.94,12,양천구,신정동,37,20240625,12.55,기타
유원목동,84.96,1,양천구,신정동,34,20240625,12.2,기타
경남아너스빌,114.77,16,영등포구,영등포동7가,26,20240625,12.5,기타
현대3,69.3,8,강동구,둔촌동,36,20240625,7.9,기타
자양동현대,83.11,4,광진구,자양동,31,20240625,11.75,기타
해가든(454-1),82.97,2,강동구,성내동,19,20240625,7.7,기타
한강극동,114.76,15,송파구,풍납동,29,20240625,12.5,기타
당산현대5차,59.85,14,영등포구,당산동4가,24,20240625,10.7,기타
목동트윈빌,162.3,22,양천구,목동,24,20240625,18.17,기타
한강우성,84.72,10,광진구,자양동,31,20240625,13.9,기타
용산파크e-편한세상,84.67,10,용산구,한강로2가,17,20240625,15.3,기타
아이퍼스트빌,15.94,11,강동구,성내동,12,20240625,1.5,기타
용산e편한세상,124.08,18,용산구,신계동,13,20240625,24,기타
현대홈타운,84.95,18,마포구,도화동,24,20240625,12.7,기타
양평한신,59.94,19,영등포구,양평동5가,28,20240625,8.5,기타
현대3,59.67,9,광진구,광장동,34,20240625,10.7,기타
옥수삼성,84.822,7,성동구,옥수동,25,20240625,15.45,기타
옥수삼성,84.822,7,성동구,옥수동,25,20240625,15.45,기타
래미안웰스트림,84.98,27,마포구,현석동,8,20240625,19.5,래미안
동원데자뷰,84.925,4,양천구,신월동,12,20240625,6.9,기타
등촌동아이파크,84.995,8,강서구,등촌동,20,20240625,9.6,기타
서강GS,59.98,22,마포구,신정동,25,20240625,10.2,기타
서강GS,84.97,6,마포구,신정동,25,20240625,11.9,기타
e편한세상광진그랜드파크,84.971,10,광진구,구의동,3,20240625,16,기타
e편한세상광진그랜드파크,84.983,19,광진구,구의동,3,20240625,17.25,기타
서울숲푸르지오,84.55,12,성동구,금호동4가,17,20240625,16.3,푸르지오
목동롯데캐슬마에스트로,59.984,4,양천구,목동,5,20240625,10.2,롯데캐슬
서울숲2차푸르지오,59.907,7,성동구,금호동4가,12,20240625,14,푸르지오
목동에버하임,41.06,5,양천구,목동,5,20240625,4.29,기타
현대아이파크,84.84,10,강서구,염창동,19,20240625,10.3,기타
동양엔파트,84.91,9,마포구,대흥동,17,20240625,13.4,기타
세양청마루,82.86,5,마포구,신수동,21,20240625,11.2,기타
우장산에스케이뷰,116.92,4,강서구,화곡동,18,20240625,8.9,기타
남산타운,114.88,16,중구,신당동,22,20240625,15.45,기타
마포자이더센트리지(102동~112동),84.95,10,마포구,염리동,2,20240625,16.7,자이
고덕롯데캐슬베네루체,84.923,21,강동구,상일동,5,20240625,14,롯데캐슬
워커힐푸르지오,69,3,광진구,광장동,37,20240625,9,푸르지오
두산,84.99,12,성동구,금호동3가,30,20240625,10.3,기타
워커힐,226.45,3,광진구,광장동,46,20240625,32,기타
마곡수명산파크4단지,59.84,4,강서구,내발산동,16,20240625,7.65,기타
래미안하이리버,59.99,11,성동구,금호동2가,12,20240625,13,래미안
고덕숲아이파크,108.24,13,강동구,상일동,6,20240625,17,기타
염창1차보람더하임,84.98,3,강서구,염창동,16,20240625,10.55,기타
고덕센트럴IPARK,59.99,3,강동구,상일동,5,20240625,11.8,기타
일신건영휴먼빌,84.93,13,강서구,염창동,20,20240625,9.45,기타
고덕자이,84.971,4,강동구,상일동,3,20240625,14.2,자이
고덕리엔파크3단지,84.83,17,강동구,상일동,13,20240625,9.63,기타
래미안솔베뉴,59.11,17,강동구,명일동,5,20240625,12.5,래미안
래미안솔베뉴,59.11,17,강동구,명일동,5,20240625,12.5,래미안
삼익그린2차,54.81,3,강동구,명일동,41,20240625,9.8,기타
삼익그린2차,54.81,3,강동구,명일동,41,20240625,9.8,기타
삼익그린2차,66.87,12,강동구,명일동,41,20240625,11.85,기타
동아,59.97,5,강서구,염창동,26,20240625,7.25,기타
서울숲더샵,92.24,8,성동구,행당동,10,20240625,15.3,기타
고덕아르테온,59.98,6,강동구,상일동,4,20240625,13.2,기타
마포래미안푸르지오2단지,114.28,2,마포구,아현동,10,20240625,22,래미안
건영,84.945,16,성동구,송정동,24,20240625,9.2,기타
우장산힐스테이트,59.98,2,강서구,내발산동,19,20240625,10.3,힐스테이트
롯데캐슬퍼스트,102.34,15,강동구,암사동,16,20240625,15.55,롯데캐슬
롯데캐슬퍼스트,112.11,28,강동구,암사동,16,20240625,16,롯데캐슬
신촌자이엘라,29.63,19,서대문구,대현동,10,20240625,3.49,자이
마곡13단지힐스테이트마스터,84.988,4,강서구,마곡동,7,20240625,13.95,힐스테이트
대림e-편한세상,84.87,9,성동구,행당동,24,20240625,11.8,기타
이편한세상신촌(1단지),59.85,4,서대문구,북아현동,6,20240625,12.5,기타
이편한세상신촌(1단지),84.93,9,서대문구,북아현동,6,20240625,15.5,기타
이편한세상신촌(1단지),84.93,9,서대문구,북아현동,6,20240625,15.5,기타
신송타워,84.96,10,강서구,등촌동,27,20240625,5.9,기타
마곡엠밸리10단지,84.89,5,강서구,마곡동,8,20240625,13,기타
래미안하이베르,84.98,2,중구,신당동,13,20240625,11.2,래미안
주공3,58.14,10,강서구,등촌동,29,20240625,7.95,기타
예림아너스,66.51,7,마포구,성산동,18,20240625,5,기타
왕십리금호어울림,84.97,11,성동구,마장동,18,20240625,14.1,기타
현대,99.97,11,서대문구,충정로2가,32,20240625,8.1,기타
마장동중앙하이츠,84.8,9,성동구,마장동,25,20240625,9.65,기타
센트라스,84.96,10,성동구,하왕십리동,8,20240625,18,기타
텐즈힐(2단지),84.92,4,성동구,상왕십리동,10,20240625,14.8,기타
마곡엠밸리9단지,59.82,12,강서구,마곡동,3,20240625,11.6,기타
롯데캐슬,114.9,28,중구,황학동,16,20240625,12.7,롯데캐슬
DMC파크뷰자이2단지,84.968,19,서대문구,남가좌동,9,20240625,12,자이
DMC파크뷰자이1단지,120.492,24,서대문구,남가좌동,9,20240625,15.5,자이
DMC래미안e편한세상,84.92,14,서대문구,북가좌동,12,20240625,13,래미안
래미안미드카운티,84.99,10,동대문구,답십리동,5,20240625,12.4,래미안
동대문더퍼스트데시앙,59.807,3,동대문구,장안동,5,20240625,7.75,기타
DMC상암센트럴파크2단지,51.98,6,마포구,상암동,15,20240625,7.7,기타
현대,60,16,종로구,무악동,24,20240625,8.897,기타
장안힐스테이트,59.928,12,동대문구,장안동,17,20240625,8.4,힐스테이트
현대,74.79,2,중랑구,면목동,30,20240625,5.6,기타
전농SK,84.95,13,동대문구,전농동,24,20240625,8.5,기타
전농SK,114.3,10,동대문구,전농동,24,20240625,9.5,기타
방화동진로아파트,84.96,7,강서구,방화동,30,20240625,6.3,기타
두산2,134.2,17,중랑구,면목동,29,20240625,9.4,기타
이편한세상보문,116.721,13,성북구,보문동3가,11,20240625,11.8,기타
동일스위트리버,59.732,13,동대문구,휘경동,17,20240625,6.8,기타
한신,84.92,12,동대문구,청량리동,27,20240625,8.45,기타
민족통일MJ캠퍼스경희대,23.16,7,동대문구,회기동,7,20240625,2.2,기타
홍제현대,75.15,10,서대문구,홍제동,32,20240625,7.9,기타
안암동삼성래미안,59.698,7,성북구,안암동1가,19,20240625,7.13,래미안
안암동삼성래미안,59.698,3,성북구,안암동1가,19,20240625,7.27,래미안
인왕산벽산,84.63,11,서대문구,홍제동,21,20240625,7.05,기타
한신,68.13,14,성북구,돈암동,26,20240625,6.45,기타
유원하나,82.35,2,서대문구,홍제동,28,20240625,6.1,기타
백련산해모로,50.74,11,은평구,응암동,4,20240625,7.2,기타
녹번역e편한세상캐슬,84.98,21,은평구,응암동,3,20240625,12.5,기타
래미안세레니티,114.99,3,성북구,종암동,15,20240625,11.3,래미안
쌍용2,59.9,5,성북구,정릉동,25,20240625,4.85,기타
정릉2차e-편한세상,59.37,10,성북구,정릉동,15,20240625,7.1,기타
삼성,84.991,2,동대문구,이문동,23,20240625,8.2,기타
라온유,84.65,15,성북구,정릉동,16,20240625,7.8,기타
래미안아트리치,59.98,7,성북구,석관동,5,20240625,8.75,래미안
코오롱,84.87,3,성북구,석관동,25,20240625,6.98,기타
신내11대명,49.77,10,중랑구,신내동,28,20240625,4.28,기타
신내11대명,49.77,14,중랑구,신내동,28,20240625,4.53,기타
동아에코빌,59.95,16,성북구,상월곡동,21,20240625,6,기타
동아에코빌,59.95,16,성북구,상월곡동,21,20240625,6,기타
신내9진흥,39.84,3,중랑구,신내동,28,20240625,3.2,기타
극동늘푸른,84.08,16,중랑구,묵동,25,20240625,6.24,기타
이편한세상화랑대,59.953,3,중랑구,묵동,7,20240625,8.1,기타
신내두산아파트,126.28,4,중랑구,묵동,29,20240625,10.3,기타
한진한화그랑빌,59.94,10,노원구,월계동,22,20240625,6.9,기타
67디벨리움,17.27,10,노원구,공릉동,8,20240625,1.45,기타
현대,84.98,21,노원구,월계동,24,20240625,8,기타
롯데캐슬루나,127.031,6,노원구,월계동,18,20240625,9.57,롯데캐슬
우방아파트,60.502,10,노원구,공릉동,24,20240625,5.7,기타
박석고개1단지힐스테이트(116~131동)BL2-1,59.85,6,은평구,진관동,15,20240625,7.9,힐스테이트
마고정3단지센트레빌(323~335동)BL2-2,59.37,2,은평구,진관동,15,20240625,7.4,기타
초안산신도브래뉴,84.999,2,도봉구,창동,19,20240625,5.6,기타
삼익선경,107.95,10,노원구,하계동,31,20240625,8.7,기타
상림마을8단지롯데캐슬(810~820동)BL1-1,84.79,7,은평구,진관동,16,20240625,8.55,롯데캐슬
수유벽산1차,122.58,8,강북구,수유동,31,20240625,7,기타
중계무지개,39.96,9,노원구,중계동,33,20240625,3.75,기타
태영데시앙,84.995,8,도봉구,창동,21,20240625,7.7,기타
주공17단지,41.3,3,도봉구,창동,35,20240625,3.77,기타
주공10,58.14,6,노원구,중계동,29,20240625,6.25,기타
주공19단지(창동리버타운),68.86,1,도봉구,창동,36,20240625,7.36,기타
동아,89.45,4,도봉구,창동,36,20240625,8,기타
상계주공3(고층),59.28,6,노원구,상계동,37,20240625,6.2,기타
양지마을(대림)2,84.88,19,노원구,중계동,25,20240625,9.05,기타
한양2,59.67,10,도봉구,쌍문동,36,20240625,4.1,기타
한양2,76.92,7,도봉구,쌍문동,36,20240625,4.8,기타
삼익세라믹,58.77,1,도봉구,쌍문동,36,20240625,3.65,기타
주공2,44.52,4,노원구,중계동,32,20240625,3.23,기타
주공2,44.52,6,노원구,중계동,32,20240625,3.58,기타
성원,71.78,7,도봉구,쌍문동,35,20240625,5,기타
현대1,84.66,12,도봉구,쌍문동,34,20240625,5,기타
신동아아파트1,43.35,4,도봉구,방학동,38,20240625,2.5,기타
상계주공9(고층),79.07,4,노원구,상계동,36,20240625,7.2,기타
한신2차,45.92,9,노원구,상계동,36,20240625,3.2,기타
보람아파트,54.59,10,노원구,상계동,36,20240625,4.95,기타
동아불암,59.4,9,노원구,상계동,25,20240625,4.45,기타
상계주공14(고층),49.94,15,노원구,상계동,35,20240625,4.4,기타
한신,84.94,8,도봉구,도봉동,29,20240625,5.6,기타
수락리버시티4단지,84.81,5,노원구,상계동,15,20240625,6.3,기타
한신아파트,129.66,8,금천구,독산동,33,20240626,7.2,기타
금천롯데캐슬골드파크3차,59.967,14,금천구,독산동,6,20240626,8.55,롯데캐슬
강남엘에이치1단지,59.89,10,강남구,세곡동,11,20240626,11.5,기타
강남엘에이치1단지,84.83,14,강남구,세곡동,11,20240626,14.5,기타
방배그랑자이,74.993,5,서초구,방배동,3,20240626,22.7,자이
파크하비오,84.964,8,송파구,문정동,8,20240626,15.85,기타
푸른마을아파트101동~111동,84.93,9,강남구,일원동,30,20240626,19,기타
개포우성3차,104.43,4,강남구,개포동,40,20240626,23.6,기타
디에이치아너힐즈,84.355,25,강남구,개포동,5,20240626,32,기타
디에이치아너힐즈,94.84,21,강남구,개포동,5,20240626,39,기타
신원아침도시(1420),84.34,5,서초구,서초동,19,20240626,14.8,기타
까치마을,39.6,8,강남구,수서동,31,20240626,9.45,기타
봉천우성,84.96,1,관악구,봉천동,24,20240626,8.3,기타
방배서리풀그랑블,84.996,1,서초구,방배동,5,20240626,15.3,기타
문정래미안,120.97,6,송파구,문정동,20,20240626,16,래미안
