면적,층수,구,동,년수,가격,브랜드,등급
59.4,4,노원구,상계동,29,4.1,기타,C
49.94,2,노원구,상계동,35,4.35,기타,B
84.94,14,도봉구,도봉동,29,5.8,기타,B
41.34,10,금천구,시흥동,35,3.15,기타,C
84.81,9,서초구,내곡동,10,14.6,기타,B
84.95,4,서초구,신원동,10,16,힐스테이트,B
89.46,3,금천구,독산동,33,6.33,기타,B
89.46,19,금천구,독산동,33,6.5,기타,A
74.97,15,서초구,우면동,12,13.9,기타,B
59.93,12,서초구,우면동,11,11.95,기타,B
59.96,15,관악구,신림동,16,5.8,기타,B
84.97,16,관악구,신림동,16,6.75,기타,A
59.988,10,관악구,신림동,2,10.2,힐스테이트,C
84.876,13,금천구,독산동,20,7.2,기타,B
84.876,6,금천구,독산동,20,7.5,기타,B
59.96,1,강남구,자곡동,10,12.8,기타,C
74.97,9,강남구,자곡동,10,14.95,기타,C
60.69,5,관악구,봉천동,18,4.2,기타,A
97.166,14,송파구,장지동,8,16,기타,C
84.31,5,관악구,봉천동,4,11.5,기타,C
84.9,6,동작구,사당동,15,9.55,기타,A
60.38,11,관악구,신림동,31,6.4,기타,A
84.907,19,송파구,문정동,8,15.4,기타,B
84.964,17,송파구,문정동,8,16,기타,B
41.16,20,관악구,봉천동,12,3,기타,A
59.888,4,강남구,개포동,5,19.4,래미안,C
84.39,8,송파구,문정동,28,11.49,기타,A
59.974,16,서초구,방배동,11,18.3,롯데캐슬,C
59.974,13,서초구,방배동,11,18.6,롯데캐슬,C
59.94,3,서초구,방배동,14,18.65,기타,C
59.747,14,강남구,개포동,5,22.75,기타,A
134.438,7,강남구,일원동,30,25,기타,C
84.96,10,관악구,봉천동,24,8.4,기타,B
60.01,13,강남구,수서동,31,13.5,기타,B
125.4,13,동작구,사당동,34,13.88,기타,B
84.962,8,구로구,구로동,18,6.5,기타,A
84.96,18,송파구,문정동,20,14,래미안,A
120.97,10,송파구,문정동,20,14.9,래미안,A
39.53,13,강남구,수서동,32,10.4,기타,B
59.58,20,관악구,봉천동,20,7.5,기타,B
59.58,9,관악구,봉천동,20,7.6,기타,B
84.75,11,관악구,봉천동,20,9.3,기타,B
58.03,9,구로구,구로동,17,7,기타,A
84.751,2,송파구,문정동,36,17,기타,C
84.751,8,송파구,문정동,36,17.5,기타,A
59.99,15,관악구,봉천동,19,6.59,기타,B
59.99,16,관악구,봉천동,19,7.25,기타,B
84.956,11,동작구,사당동,11,12.8,기타,C
84.982,5,동작구,사당동,11,12.6,기타,C
59.76,24,관악구,봉천동,24,6.7,기타,B
84.97,20,송파구,거여동,3,13.8,기타,B
59.44,20,구로구,구로동,26,4.9,기타,A
84.93,4,서초구,서초동,4,28,래미안,C
39.69,6,송파구,문정동,35,6,기타,A
39.69,2,송파구,문정동,35,6.17,기타,A
59.99,6,동작구,사당동,3,9.7,롯데캐슬,B
75.86,12,서초구,서초동,46,18.5,기타,C
59.977,16,강남구,도곡동,18,18.9,기타,B
84.998,9,강남구,도곡동,18,29.4,기타,C
84.95,11,동작구,상도동,18,7.6,기타,A
33.18,9,강남구,개포동,32,9.9,기타,A
82.96,2,송파구,거여동,32,7.8,기타,A
59.999,3,동작구,동작동,11,12.8,힐스테이트,C
59.78,22,영등포구,신길동,19,8.82,기타,B
84.79,9,영등포구,신길동,19,9.95,기타,A
72.88,4,송파구,가락동,40,11.85,기타,A
121.04,9,송파구,가락동,40,14.9,기타,A
84.609,13,동작구,상도동,12,13.7,힐스테이트,B
84.609,13,동작구,상도동,12,13.7,힐스테이트,B
84.609,14,동작구,상도동,12,14.1,힐스테이트,B
84.878,18,구로구,고척동,21,9.1,기타,C
41.4,5,구로구,구로동,22,2.25,기타,A
59.4,13,강남구,역삼동,19,18.85,래미안,B
39.1,11,송파구,가락동,6,11.67,기타,B
39.1,18,송파구,가락동,6,11.8,기타,A
59.96,1,송파구,가락동,6,17.5,기타,C
84.99,27,송파구,가락동,6,22.05,기타,B
110.44,1,송파구,가락동,6,23.75,기타,C
110.66,13,송파구,가락동,6,24.65,기타,C
110.66,11,송파구,가락동,6,24.9,기타,C
84.909,8,강남구,역삼동,18,24.6,기타,C
84.93,2,구로구,오류동,18,6.33,기타,B
59.936,20,동작구,신대방동,3,11,자이,B
59.981,18,동작구,상도동,3,12.3,롯데캐슬,B
59.606,24,강남구,역삼동,19,20.875,기타,C
115,4,서초구,반포동,37,23,기타,B
43.74,5,구로구,고척동,47,2.67,기타,B
84.98,19,서초구,서초동,18,22.6,롯데캐슬,C
84.93,13,영등포구,신길동,7,14.35,래미안,B
59.92,8,서초구,서초동,7,22.4,기타,C
59.326,17,서초구,반포동,6,23.5,기타,B
84.97,3,강남구,역삼동,26,20.3,기타,C
59.98,3,영등포구,신길동,4,11.43,기타,C
84.98,9,영등포구,신길동,4,14,기타,C
84.92,8,구로구,고척동,13,7.43,기타,B
59.68,16,구로구,구로동,25,7.43,기타,A
84.93,4,구로구,구로동,25,8.5,기타,C
59.993,9,서초구,반포동,14,24.5,기타,C
84.967,15,서초구,반포동,14,30,기타,A
59.785,17,동작구,상도동,8,11.45,기타,C
59.87,13,영등포구,신길동,4,11.67,힐스테이트,B
59.91,15,영등포구,신길동,4,11.95,힐스테이트,B
59.91,18,영등포구,신길동,4,12,힐스테이트,B
59.871,3,동작구,흑석동,6,13.8,롯데캐슬,A
79.7,7,송파구,송파동,23,14.8,래미안,B
87.98,21,송파구,송파동,23,15.3,래미안,A
59.99,6,영등포구,신길동,9,10.4,래미안,B
84.97,4,동작구,상도동,6,14.7,기타,B
59.98,17,구로구,고척동,26,4.92,기타,B
84.91,9,구로구,고척동,15,7.83,기타,B
114.83,4,동작구,흑석동,13,19.5,기타,B
84.91,1,동작구,상도동,17,10.6,기타,A
59.89,8,구로구,고척동,15,7.75,기타,C
84.42,5,양천구,신정동,16,6.4,기타,A
59.97,21,송파구,잠실동,18,18,기타,C
59.97,16,송파구,잠실동,18,18.5,기타,A
84.91,2,서초구,잠원동,22,23.9,기타,C
59.54,5,양천구,신정동,23,7.25,래미안,A
117.74,11,구로구,신도림동,21,16,기타,C
117.74,11,구로구,신도림동,21,16,기타,C
84.96,10,동작구,대방동,30,9.62,기타,B
59.73,5,양천구,신정동,25,6.9,기타,A
84.99,10,송파구,잠실동,16,24.4,기타,B
84.99,24,송파구,잠실동,16,24.5,기타,B
84.99,12,송파구,잠실동,16,24.8,기타,C
84.28,19,동작구,본동,24,13.15,기타,C
59.948,12,양천구,신정동,2,10.35,기타,B
84.97,10,양천구,신월동,4,10.1,기타,C
84.97,4,양천구,신월동,4,10.3,기타,C
30.237,11,영등포구,영등포동,3,4.63,기타,A
84.98,21,양천구,신월동,4,10.7,기타,C
84.53,4,서초구,잠원동,37,19.6,기타,A
177.62,10,용산구,이촌동,50,20.8,기타,A
84.92,15,영등포구,문래동3가,21,13.2,힐스테이트,B
53.82,12,양천구,신정동,37,12.95,기타,C
71.37,5,양천구,신정동,37,15,기타,C
84.85,19,용산구,이촌동,26,20.5,기타,C
59.97,3,영등포구,문래동6가,4,9.6,기타,C
84.77,20,양천구,신정동,27,13.8,기타,C
59.95,20,송파구,신천동,16,18.5,기타,B
59.88,13,용산구,이촌동,26,16.15,기타,B
84.94,15,용산구,이촌동,24,20.5,기타,C
59.87,5,양천구,목동,27,9.35,기타,C
84.88,11,양천구,목동,27,13.7,기타,A
155.586,32,양천구,목동,18,28.5,기타,C
59.76,16,영등포구,당산동4가,27,8.8,기타,B
84.86,5,강동구,둔촌동,26,10.4,기타,B
84.86,5,강동구,둔촌동,26,10.4,기타,B
84.26,7,영등포구,당산동4가,38,9.2,기타,A
71.17,2,송파구,풍납동,29,9.8,기타,B
105.75,7,용산구,이태원동,42,22.8,기타,C
178.25,1,용산구,이태원동,42,30,기타,C
84.99,5,강동구,성내동,25,10.8,기타,C
95.27,4,양천구,목동,38,20.35,기타,C
59.76,6,광진구,자양동,25,9.5,기타,A
59.76,6,광진구,자양동,25,9.92,기타,B
83.33,13,강동구,성내동,22,7,기타,C
83.61,17,광진구,자양동,22,13.5,기타,B
67.24,3,강동구,둔촌동,21,7.7,기타,A
59.94,9,광진구,자양동,26,10.42,기타,B
59.98,2,강동구,길동,28,6.85,기타,C
59.9,7,마포구,마포동,24,9.5,기타,C
59.98,12,강동구,천호동,7,11.3,래미안,C
59.82,6,광진구,구의동,27,10.68,기타,B
122.31,4,양천구,목동,38,24.9,기타,C
119.41,2,광진구,자양동,17,17.8,기타,A
59.63,15,강동구,천호동,25,8.22,기타,B
84.88,8,강동구,천호동,25,9.35,기타,B
84.91,16,광진구,구의동,28,15,기타,C
79.83,7,마포구,도화동,28,11.15,기타,B
128.26,6,마포구,도화동,28,13.7,기타,C
59.79,15,용산구,효창동,5,14.9,롯데캐슬,B
59.67,9,광진구,광장동,35,12.6,기타,C
123.673,14,용산구,원효로1가,10,18.1,기타,B
143,12,성동구,성수동2가,15,29.1,힐스테이트,C
84.76,8,양천구,목동,27,15.95,기타,B
59.76,18,마포구,신공덕동,24,11.9,래미안,B
59.76,22,마포구,신공덕동,24,11.9,래미안,A
84.954,18,마포구,공덕동,9,16.8,자이,B
59.839,4,성동구,금호동4가,12,13.3,기타,A
59.839,4,성동구,금호동4가,12,13.3,기타,B
59.91,12,성동구,옥수동,8,15.7,기타,B
84.99,4,마포구,상수동,10,15.6,래미안,B
128.81,13,강서구,화곡동,9,14.45,힐스테이트,B
128.81,5,강서구,화곡동,9,14.5,힐스테이트,B
152.1,15,강서구,화곡동,9,16.8,힐스테이트,B
18.62,2,광진구,화양동,25,0.835,기타,B
82.86,4,마포구,신수동,21,9.8,기타,B
83.21,14,강동구,명일동,39,11.45,기타,B
59.97,14,마포구,공덕동,20,13.5,래미안,B
84.51,16,성동구,옥수동,8,18.7,기타,B
84.992,4,강동구,암사동,5,11.2,힐스테이트,A
84.866,3,마포구,염리동,2,15.7,자이,B
84.146,19,강동구,상일동,5,13,롯데캐슬,A
84.923,14,강동구,상일동,5,12.9,롯데캐슬,A
84.923,27,강동구,상일동,5,13.98,롯데캐슬,A
59.76,5,성동구,성수동1가,27,11.9,기타,A
59.97,8,성동구,응봉동,28,7.8,기타,A
119.37,11,강동구,명일동,38,15,기타,B
119.37,9,강동구,명일동,38,15.4,기타,A
84.978,22,마포구,창전동,19,12.95,기타,B
53.36,10,강서구,염창동,18,3.5,기타,A
59.9,10,성동구,금호동1가,23,9.4,기타,A
84.82,13,성동구,금호동1가,23,11.25,기타,A
84.82,2,성동구,금호동1가,23,11.4,기타,A
84.82,18,성동구,금호동1가,23,11.85,기타,A
59.84,5,강서구,내발산동,16,8.3,기타,C
74.99,2,강동구,상일동,5,12.5,기타,B
74.306,2,강동구,상일동,3,12.2,자이,A
49.66,7,강동구,명일동,5,10.7,래미안,B
59.11,11,강동구,명일동,5,12.2,래미안,B
59.32,14,강동구,명일동,5,11.75,래미안,A
83.39,3,강동구,암사동,23,6.75,기타,A
59.76,8,성동구,응봉동,23,10.09,기타,B
84.92,16,강동구,명일동,32,12.4,기타,B
59.97,15,성동구,행당동,29,8.35,기타,A
84.53,11,강서구,내발산동,17,10.05,기타,B
59.949,3,성동구,금호동1가,5,13.3,기타,C
59.949,5,성동구,금호동1가,5,13.55,기타,C
59.949,17,성동구,금호동1가,5,13.95,기타,C
84.957,18,성동구,금호동1가,5,17,기타,C
84.972,5,중구,만리동2가,6,14.4,기타,B
114.97,3,성동구,행당동,21,14,기타,A
59.96,3,마포구,대흥동,4,14,자이,B
59.98,6,성동구,금호동2가,8,13.55,자이,B
89.4,2,광진구,중곡동,20,5.55,기타,A
59.98,15,강동구,상일동,4,11.98,기타,B
84.97,2,강동구,상일동,4,14.3,기타,C
111.108,7,마포구,아현동,7,16.5,기타,A
59.945,16,마포구,아현동,10,13.6,래미안,A
59.965,3,마포구,아현동,10,14.5,래미안,B
84.597,11,마포구,아현동,10,17.6,래미안,B
59.96,12,성동구,행당동,24,10.2,기타,A
59.83,19,성동구,송정동,24,7.35,기타,B
84.98,3,강서구,내발산동,19,12.4,힐스테이트,C
59.99,16,강동구,암사동,16,11.4,롯데캐슬,B
84.81,23,강동구,암사동,16,13.7,롯데캐슬,A
59.94,11,강동구,고덕동,29,8.9,기타,A
59.94,3,강동구,고덕동,29,9.05,기타,A
32.39,12,마포구,서교동,19,3,기타,A
59.14,25,강동구,고덕동,4,10,기타,A
59.96,9,성동구,행당동,24,9.7,기타,B
84.87,11,성동구,행당동,24,12.7,기타,B
59.052,5,강동구,고덕동,5,12.35,기타,B
59.785,6,강동구,고덕동,5,13.5,기타,C
59.97,12,서대문구,북아현동,6,12.98,기타,C
59.98,15,중구,신당동,25,9.25,기타,B
84.33,14,성동구,하왕십리동,23,9.45,기타,A
59.35,5,강동구,고덕동,8,12.45,힐스테이트,B
59.35,2,강동구,고덕동,8,12.9,힐스테이트,B
84.74,6,강동구,고덕동,8,14.8,힐스테이트,B
84.88,15,강동구,고덕동,8,15.4,힐스테이트,B
97.26,9,강동구,고덕동,8,18.5,힐스테이트,C
59.936,13,성동구,하왕십리동,20,9.5,기타,A
84.417,2,성동구,하왕십리동,20,9.95,기타,A
59.96,7,서대문구,북아현동,25,7.9,기타,A
59.96,7,서대문구,북아현동,25,7.9,기타,A
82.85,6,마포구,망원동,20,6.95,기타,A
84.957,14,서대문구,북아현동,9,14.6,기타,B
118.47,9,중구,신당동,13,17.9,기타,C
68.11,5,성동구,하왕십리동,8,10.9,기타,B
59.84,3,서대문구,북아현동,4,11.8,힐스테이트,A
59.84,12,서대문구,북아현동,4,12.3,힐스테이트,A
84.604,2,서대문구,북아현동,4,13.7,힐스테이트,A
84.48,4,서대문구,북아현동,19,10,기타,A
114.98,4,강서구,마곡동,10,15,기타,B
40.94,14,성동구,하왕십리동,8,8.84,기타,B
59.59,8,성동구,하왕십리동,8,12.47,기타,C
49.54,2,동대문구,답십리동,5,7.6,자이,A
59.58,16,강서구,가양동,25,6.9,기타,A
59.96,9,성동구,상왕십리동,10,12.6,기타,B
84.9,9,성동구,상왕십리동,10,14.82,기타,B
59.61,9,동대문구,장안동,21,7.5,기타,C
59.4,15,강서구,방화동,29,5.53,기타,A
84.99,5,강서구,방화동,31,7.5,기타,B
71.18,3,강서구,방화동,20,5.5,기타,C
84.87,8,서대문구,현저동,26,10.5,기타,C
59.97,3,동대문구,답십리동,10,10.15,래미안,A
59.99,3,동대문구,답십리동,10,10.2,래미안,C
59.99,7,동대문구,답십리동,10,11,래미안,C
84.98,4,동대문구,답십리동,10,11.9,래미안,B
84.98,16,동대문구,답십리동,10,12.62,래미안,B
84.99,5,동대문구,답십리동,10,11.75,래미안,B
84.99,18,동대문구,답십리동,10,12,래미안,B
50.54,13,마포구,성산동,38,8.99,기타,C
59.98,11,동대문구,답십리동,5,10.35,래미안,B
49.8,14,마포구,상암동,21,7.95,기타,B
49.8,14,마포구,상암동,21,7.95,기타,B
75.889,15,동대문구,장안동,5,8.9,기타,C
59.4,13,서대문구,현저동,24,6.65,기타,A
59.95,11,동대문구,답십리동,13,7.4,래미안,C
84.33,9,서대문구,북가좌동,37,8.15,기타,B
121.98,4,동대문구,전농동,10,15.9,래미안,C
59.98,11,동대문구,전농동,6,11.15,롯데캐슬,C
84.98,18,동대문구,전농동,6,12.95,롯데캐슬,C
59.34,6,동대문구,전농동,24,6.65,기타,A
84.95,15,동대문구,전농동,24,8.7,기타,B
114.3,16,동대문구,전농동,24,9,기타,A
84.858,1,종로구,무악동,16,11.8,기타,B
84.66,16,마포구,상암동,18,13,기타,C
59.97,1,서대문구,남가좌동,24,6.7,래미안,B
84.9,19,서대문구,남가좌동,24,8.3,래미안,A
84.9,4,서대문구,남가좌동,24,8.95,래미안,A
55.371,13,동대문구,전농동,19,8,기타,C
55.371,13,동대문구,전농동,19,8,기타,C
80.325,15,동대문구,전농동,19,9.5,기타,B
84.84,8,서대문구,홍은동,27,6.48,기타,B
74.918,13,중랑구,면목동,5,8.9,기타,B
64.66,4,종로구,창신동,31,5.85,기타,B
59.4,9,서대문구,홍제동,23,6.35,기타,B
59.92,7,종로구,숭인동,16,8.5,기타,C
84.98,2,동대문구,제기동,21,7.5,기타,B
84.98,2,동대문구,제기동,21,7.5,기타,B
39.83,11,은평구,수색동,3,5.9,롯데캐슬,A
84.992,8,은평구,수색동,1,12.8,기타,C
27,13,중랑구,면목동,37,2.67,기타,B
21.59,9,중랑구,면목동,9,1.95,기타,A
84.43,8,동대문구,휘경동,8,6.45,기타,A
59.698,12,성북구,안암동1가,19,7.37,래미안,B
59.98,9,은평구,응암동,6,7.8,힐스테이트,A
14.02,15,성북구,동소문동6가,9,2.04,기타,B
84.99,6,은평구,응암동,2,11.45,힐스테이트,B
59.933,9,은평구,응암동,4,8.45,기타,C
84.96,4,서대문구,홍은동,27,6.62,기타,B
57.223,6,은평구,신사동,5,4.7,기타,A
59.94,2,은평구,응암동,3,8.84,기타,C
59.94,11,은평구,응암동,3,9.8,기타,C
59.94,10,은평구,응암동,3,9.95,기타,C
59.96,7,은평구,응암동,3,9.7,기타,C
59.96,15,은평구,응암동,3,9.8,기타,C
84.98,4,은평구,응암동,3,11.6,기타,C
84.98,4,은평구,응암동,3,11.6,기타,C
59.4,4,성북구,돈암동,25,5.8,기타,B
59.98,8,성북구,하월곡동,17,7.5,래미안,B
59.97,5,성북구,종암동,15,7.6,래미안,B
84.92,9,성북구,종암동,15,9.45,래미안,B
84.99,3,성북구,종암동,15,8.7,래미안,B
84.99,16,성북구,종암동,15,9,래미안,A
59.9,4,성북구,정릉동,25,5.37,기타,C
84.09,11,성북구,정릉동,15,8.35,기타,B
59.75,12,서대문구,홍은동,3,6.87,기타,B
84.92,7,성북구,정릉동,25,5.92,기타,B
13.679,12,은평구,응암동,10,1.19,기타,A
80.54,13,성북구,돈암동,21,8,기타,B
84.84,11,은평구,역촌동,21,7,기타,B
84.32,7,중랑구,신내동,30,6.1,기타,B
59.98,8,성북구,석관동,5,8.45,래미안,B
59.42,12,성북구,정릉동,25,5,기타,B
59.42,9,성북구,정릉동,25,5.04,기타,B
84.99,18,은평구,녹번동,9,9.9,기타,B
59.855,20,성북구,하월곡동,21,6.78,기타,B
84.82,14,성북구,길음동,14,10.27,래미안,A
59.781,16,성북구,길음동,2,10.75,롯데캐슬,C
59.882,7,성북구,길음동,2,10.82,롯데캐슬,C
84.975,5,성북구,길음동,2,13.37,롯데캐슬,C
59.4,14,중랑구,신내동,31,4.95,기타,B
59.99,12,성북구,길음동,19,7,기타,B
59.998,12,성북구,길음동,21,7,기타,B
49.93,3,중랑구,신내동,28,4.21,기타,B
59.97,16,성북구,길음동,19,7.2,기타,B
59.817,12,은평구,불광동,15,8.5,힐스테이트,B
66.96,8,중랑구,신내동,29,5.82,기타,B
59.964,7,강북구,미아동,21,6.4,기타,C
39.84,12,중랑구,신내동,28,3.8,기타,B
49.77,4,중랑구,신내동,28,4.95,기타,C
59.76,5,중랑구,신내동,28,5.7,기타,C
84.303,20,노원구,월계동,19,8.5,기타,B
84.303,20,노원구,월계동,19,8.5,기타,B
59.38,4,강북구,미아동,14,7.25,래미안,B
84.98,16,성북구,장위동,3,9.54,래미안,A
84.94,27,성북구,장위동,4,10.25,래미안,A
84.96,1,노원구,월계동,8,8.35,기타,B
49.6,2,노원구,공릉동,25,4.4,기타,B
59.34,6,노원구,공릉동,25,5.8,기타,B
51.48,11,노원구,월계동,38,6.53,기타,C
51.48,12,노원구,월계동,38,6.75,기타,C
49.94,9,강북구,번동,33,4.85,기타,C
49.94,9,강북구,번동,33,4.85,기타,C
38.64,8,노원구,월계동,32,3.05,기타,B
101.76,11,은평구,진관동,16,10.9,힐스테이트,B
84.89,1,은평구,진관동,14,8.35,기타,B
51.29,12,노원구,중계동,35,5.14,기타,A
84.934,6,노원구,월계동,7,6.9,기타,A
49.5,11,노원구,중계동,34,5.05,기타,B
84.83,7,은평구,진관동,16,8.05,기타,B
32.39,10,노원구,상계동,36,3.6,기타,B
14.73,6,강북구,수유동,6,1.35,기타,B
84.9,4,노원구,중계동,29,10.99,기타,C
41.3,14,노원구,상계동,36,4.1,기타,B
59.75,12,노원구,중계동,28,7,기타,B
114.96,12,노원구,중계동,26,10.85,기타,B
114.96,20,노원구,중계동,26,10.9,기타,A
115.47,10,노원구,중계동,31,12.9,기타,C
59.88,3,노원구,중계동,25,5.6,기타,B
53.16,7,도봉구,방학동,38,3.6,기타,C
49.77,5,도봉구,도봉동,28,3.45,기타,C
84.951,5,도봉구,도봉동,20,5.75,기타,B
84.84,15,강남구,세곡동,12,14.45,기타,B
84.93,16,강남구,도곡동,18,17,기타,A
84.94,8,서초구,서초동,4,28.5,래미안,C
49.8,6,송파구,거여동,27,7.87,기타,B
134.17,6,서초구,방배동,20,21,기타,B
127.02,17,동작구,신대방동,36,13,기타,B
59.873,3,서초구,방배동,3,11.7,기타,A
59.873,3,서초구,방배동,3,11.7,기타,A
59.981,20,강남구,도곡동,18,23.5,기타,C
84.998,3,강남구,도곡동,18,28,기타,C
59.78,22,영등포구,신길동,19,8.5,기타,B
84.75,24,동작구,신대방동,3,13.3,자이,B
84.97,12,송파구,오금동,5,10.7,기타,A
54.61,1,구로구,고척동,35,4.05,기타,B
84.98,12,영등포구,신길동,4,14.25,기타,C
84.97,16,동작구,상도동,6,14.75,기타,C
84.97,20,동작구,상도동,8,11.1,기타,A
59.94,14,영등포구,대림동,26,7.4,기타,C
104.7,8,동작구,본동,31,10.3,기타,A
215.45,15,강남구,삼성동,19,26.3,기타,A
215.45,15,강남구,삼성동,19,26.3,기타,A
48.6,5,양천구,신정동,37,4,기타,A
59.72,27,동작구,본동,13,14,래미안,C
56.22,16,송파구,방이동,21,6.05,기타,A
56.22,16,송파구,방이동,21,6.05,기타,A
139.97,5,용산구,이촌동,50,25.498,기타,C
84.98,22,용산구,이촌동,24,20.85,기타,C
59.9,17,영등포구,영등포동7가,26,8.99,기타,B
84.021,11,영등포구,당산동4가,9,11.05,기타,A
59.96,18,영등포구,양평동3가,25,8.5,기타,B
84.6,2,영등포구,당산동5가,40,13.1,기타,C
59.97,6,영등포구,당산동,29,10.15,래미안,C
59.97,21,광진구,구의동,27,9,기타,A
59.98,15,마포구,용강동,8,16,기타,C
59.98,6,광진구,구의동,6,11.9,래미안,B
84.445,11,강동구,상일동,3,14,자이,A
84.98,7,마포구,대흥동,4,17.5,자이,B
84.93,20,강동구,상일동,4,16.4,기타,C
84.597,12,마포구,아현동,10,17.8,래미안,B
84.71,9,성동구,행당동,24,12.7,기타,B
59.028,14,강동구,고덕동,5,13.75,기타,C
59.052,9,강동구,고덕동,5,12.65,기타,B
59.785,11,강동구,고덕동,5,13.5,기타,C
84.244,10,강동구,고덕동,5,17.1,기타,C
59.35,16,강동구,고덕동,8,12.45,힐스테이트,A
84.96,3,성동구,하왕십리동,8,16.1,기타,C
56.08,11,서대문구,천연동,18,7.9,기타,B
84.614,12,종로구,홍파동,7,22.25,자이,C
59.88,4,마포구,중동,23,6.98,기타,B
84.98,5,동대문구,답십리동,10,12.5,래미안,C
81.05,8,동대문구,장안동,17,9.4,래미안,B
59.34,21,동대문구,전농동,24,6.8,기타,B
84.986,16,중랑구,면목동,5,10.4,기타,B
84.951,7,은평구,수색동,21,7.48,기타,A
17.94,14,중랑구,중화동,12,1.1,기타,B
59.938,8,은평구,녹번동,5,9.5,힐스테이트,B
81.91,2,중랑구,망우동,35,6.1,기타,B
59.98,14,은평구,녹번동,5,9.65,래미안,B
59.998,1,성북구,길음동,21,6.7,기타,B
66.7,5,은평구,불광동,36,6.4,기타,C
84.67,6,강북구,미아동,5,8.55,기타,B
59.88,13,성북구,정릉동,19,5,기타,B
84.94,4,성북구,장위동,4,9.97,래미안,B
59.22,10,노원구,월계동,38,7.2,기타,C
34.44,3,노원구,공릉동,30,2.85,기타,B
59.78,3,은평구,진관동,9,6.8,기타,C
59.989,9,도봉구,쌍문동,22,6.34,래미안,B
73.92,19,도봉구,창동,32,7.3,래미안,A
59.39,8,도봉구,창동,34,5.98,기타,B
59.96,11,도봉구,창동,28,6.27,기타,A
84.451,3,도봉구,창동,20,8,기타,B
84.61,15,서초구,우면동,11,14.2,기타,B
84.77,13,서초구,우면동,11,15,기타,B
84.05,11,강남구,자곡동,9,12.55,힐스테이트,A
111.21,9,관악구,남현동,17,10,기타,B
59.97,1,강남구,자곡동,10,11.7,기타,B
174.5,20,서초구,방배동,20,27.1,래미안,A
59.85,1,관악구,봉천동,4,9.2,기타,B
59.92,16,강남구,개포동,4,18.47,래미안,A
84.83,17,강남구,개포동,4,26.9,래미안,A
51.77,5,송파구,장지동,11,9.1,기타,B
106.967,22,송파구,장지동,9,16.9,기타,B
141.83,2,서초구,방배동,21,16.9,기타,A
59.769,10,서초구,양재동,4,10.5,기타,A
59.967,12,강남구,개포동,5,21,래미안,B
84.94,13,송파구,장지동,16,8.7,기타,A
59.89,21,관악구,봉천동,24,8.45,기타,C
39.6,6,강남구,수서동,31,9.65,기타,A
84.89,10,영등포구,대림동,16,8,기타,B
12.21,7,관악구,신림동,12,0.86,기타,B
84.74,15,강남구,도곡동,36,17.6,기타,A
84.87,6,강남구,개포동,38,22.75,기타,A
84.57,12,구로구,구로동,32,7.2,기타,B
60.76,5,강남구,개포동,41,21,기타,C
84.66,15,동작구,사당동,31,12.2,기타,C
59.83,2,관악구,봉천동,21,7.35,기타,C
84.89,23,강남구,도곡동,23,24.4,래미안,C
59.97,18,서초구,서초동,4,23.6,래미안,C
61.257,17,구로구,오류동,20,6.4,기타,C
84.122,15,강남구,도곡동,17,20.7,기타,B
132.1,3,서초구,서초동,46,26.4,기타,C
33.18,10,강남구,개포동,32,9.8,기타,A
55.456,12,동작구,신대방동,21,8,기타,C
84.59,2,동작구,신대방동,22,11.5,기타,C
84.85,17,송파구,가락동,27,13.1,기타,A
109.25,4,송파구,가락동,38,14.3,기타,A
84.97,4,서초구,서초동,10,21.1,롯데캐슬,B
84.97,4,서초구,서초동,10,21.1,롯데캐슬,A
84.75,3,구로구,구로동,23,6,기타,A
67.41,6,영등포구,대림동,37,5.95,기타,B
59.96,9,송파구,가락동,6,18.05,기타,C
84.98,13,송파구,가락동,6,21.8,기타,C
120.76,8,강남구,대치동,41,29.5,기타,C
59.94,10,동작구,흑석동,21,7.35,기타,A
84.93,24,서초구,서초동,7,27.5,기타,C
84.87,5,구로구,고척동,25,6.5,기타,B
43.58,17,강남구,역삼동,23,4.5,기타,A
142.59,10,구로구,구로동,26,6.8,기타,A
59.99,15,동작구,상도동,17,10.77,기타,B
84.75,8,영등포구,대림동,32,7.3,기타,B
87.01,8,송파구,송파동,12,17.2,래미안,C
59.96,12,구로구,고척동,25,5.45,기타,B
84.98,5,동작구,흑석동,12,14.45,기타,A
84.862,21,동작구,상도동,8,13.4,기타,B
42.68,25,영등포구,신길동,4,7.97,힐스테이트,A
47.01,4,구로구,고척동,48,2.35,기타,B
59.99,6,영등포구,신길동,9,10.7,래미안,B
149.049,8,동작구,상도동,21,12.4,기타,A
59.88,1,구로구,신도림동,23,7.5,기타,B
59.88,11,구로구,구로동,24,9,기타,C
84.98,5,구로구,고척동,15,8.18,기타,B
84.83,11,영등포구,신길동,27,9.5,기타,A
114.7,29,송파구,잠실동,17,27.5,기타,B
84.87,6,송파구,송파동,29,11.5,기타,A
47.46,5,강남구,논현동,4,10.1,기타,A
117.74,6,구로구,신도림동,21,15.8,기타,C
21.746,17,동작구,노량진동,9,2.43,기타,A
59.99,22,송파구,잠실동,16,20.15,기타,A
55.02,2,양천구,신정동,37,11.55,기타,C
58.96,15,영등포구,문래동3가,36,8.075,기타,C
133.41,13,서초구,잠원동,22,29.85,롯데캐슬,C
84.9,27,송파구,신천동,16,20.5,기타,A
