면적,층수,구,동,년수,가격,브랜드,등급
105.35,5,양천구,신정동,37,22.5,기타,C
59.85,11,영등포구,양평동2가,28,6.83,기타,B
84.88,3,용산구,이촌동,27,16.9,기타,B
59.897,8,영등포구,영등포동7가,4,10.5,기타,B
59.91,23,영등포구,영등포동7가,7,12.7,기타,A
135.8,11,영등포구,여의도동,49,29,기타,C
59.72,11,광진구,자양동,26,8.5,기타,C
66.6,13,양천구,목동,38,18.65,기타,C
59.79,6,강동구,둔촌동,26,7.4,기타,B
142.68,2,용산구,이태원동,42,25.2,기타,B
47.25,4,양천구,목동,38,13.7,기타,C
95.67,2,양천구,목동,38,20.2,기타,C
84.46,2,광진구,자양동,22,11.9,기타,B
65.82,11,양천구,목동,38,15.15,기타,C
59.94,19,용산구,도원동,23,11,래미안,B
114.78,5,성동구,옥수동,26,20.7,기타,A
49.87,14,마포구,도화동,20,7,기타,B
59.67,15,광진구,광장동,34,10.6,기타,A
84.97,15,광진구,광장동,34,14,기타,B
84.77,5,양천구,목동,27,15.7,기타,B
114.666,17,성동구,옥수동,25,17.65,기타,A
84.986,2,양천구,목동,22,7.7,기타,A
104.56,15,성동구,성수동2가,21,15.8,기타,A
59.76,6,마포구,염리동,23,10.45,래미안,A
84.923,12,강동구,상일동,5,12.75,롯데캐슬,A
84.971,8,성동구,송정동,22,9.8,기타,B
59.91,6,성동구,응봉동,34,8.3,기타,A
84.91,10,강동구,상일동,5,14,기타,B
84.91,10,강동구,상일동,5,14,기타,B
84.73,8,강동구,암사동,22,9.5,기타,A
59.97,14,강서구,염창동,26,7.5,기타,C
59.91,7,강서구,염창동,23,7.1,기타,B
84.891,2,마포구,아현동,10,17.1,래미안,B
59.98,10,강서구,내발산동,19,10.8,힐스테이트,C
84.98,5,강서구,내발산동,19,13.15,힐스테이트,C
84.88,10,강서구,마곡동,10,13.7,기타,C
84.87,7,성동구,행당동,24,12,기타,B
59.785,15,강동구,고덕동,5,12.95,기타,B
73.566,18,강동구,고덕동,5,15.3,기타,C
113.192,2,강동구,고덕동,5,20.1,기타,C
84.96,7,중구,신당동,25,10.8,기타,B
59.997,13,서대문구,북아현동,9,12.3,기타,B
59.76,4,강서구,가양동,25,8,기타,B
41.85,6,강서구,등촌동,30,5.38,기타,C
84.83,8,강동구,강일동,15,8.7,기타,C
37.67,14,강서구,등촌동,29,5.3,기타,B
84.53,6,강동구,강일동,15,9,기타,B
39.6,5,강서구,가양동,32,5.2,기타,C
124.424,17,강서구,가양동,11,16,자이,A
59.89,6,강서구,방화동,19,5.5,기타,B
79.58,12,마포구,중동,22,7.9,기타,A
59.81,3,동대문구,답십리동,6,10.48,힐스테이트,C
59.97,7,동대문구,답십리동,10,10.52,래미안,C
59.92,9,마포구,상암동,21,9,기타,B
57.9,7,동대문구,전농동,27,6,기타,B
114.03,10,서대문구,북가좌동,28,9.5,기타,A
84.95,18,동대문구,전농동,24,8.3,기타,C
59.79,2,서대문구,남가좌동,5,9.3,자이,B
84.76,15,마포구,상암동,18,12.45,기타,B
30.11,15,동대문구,용두동,8,4.1,기타,A
30.11,15,동대문구,용두동,8,4.1,기타,A
44.35,6,중랑구,면목동,34,4.27,기타,B
116.69,12,동대문구,제기동,21,8.75,기타,A
57.62,10,서대문구,홍제동,2,5.8,기타,A
59.99,10,은평구,응암동,2,9.8,힐스테이트,C
84.72,5,은평구,응암동,2,8.35,기타,B
59.96,12,은평구,응암동,3,9.8,기타,C
84.88,14,성북구,하월곡동,17,8.89,래미안,A
84.89,23,동대문구,이문동,24,7.65,기타,A
114.988,11,동대문구,이문동,23,9.8,기타,B
81.82,1,성북구,돈암동,21,8.6,기타,C
59.86,6,은평구,역촌동,13,5.95,기타,C
68.12,11,중랑구,상봉동,28,5.4,기타,B
59.98,2,성북구,석관동,5,8.15,래미안,B
114.93,10,성북구,정릉동,19,9.35,기타,B
59.95,19,성북구,상월곡동,21,5.98,기타,C
74.82,5,종로구,구기동,5,5.9,기타,B
74.82,5,종로구,구기동,5,5.9,기타,B
59.9,9,성북구,길음동,5,9,래미안,B
59.96,3,중랑구,묵동,25,5.25,기타,B
84.47,21,성북구,장위동,2,11.1,기타,A
49.6,2,노원구,공릉동,25,4.8,기타,B
50.14,2,노원구,월계동,38,6.25,기타,C
84.89,9,은평구,진관동,14,8.1,기타,B
84.99,15,노원구,공릉동,23,7.8,기타,B
49.5,9,노원구,하계동,35,4.8,기타,B
49.5,2,노원구,하계동,35,5.19,기타,B
84.79,7,은평구,진관동,16,9.4,롯데캐슬,B
101.61,10,은평구,진관동,16,10.7,롯데캐슬,B
36.56,5,도봉구,창동,21,1.55,기타,A
59.28,9,노원구,상계동,37,6.6,기타,C
82.09,8,도봉구,쌍문동,19,6.4,기타,B
42.93,11,도봉구,쌍문동,36,2.99,기타,C
44.52,12,노원구,중계동,32,2.55,기타,A
53.16,1,도봉구,방학동,38,3.07,기타,C
70.62,4,도봉구,방학동,38,4.75,기타,C
49.79,10,금천구,시흥동,43,5.65,기타,C
84.811,31,금천구,독산동,8,10.45,롯데캐슬,B
59.966,44,금천구,독산동,6,8.55,롯데캐슬,B
84.95,10,강남구,세곡동,13,12,기타,A
130.89,9,서초구,우면동,29,17.5,기타,B
59.84,4,금천구,가산동,26,6,기타,C
67.47,2,서초구,방배동,36,13.4,기타,A
59.92,4,강남구,개포동,4,19.2,래미안,A
59.96,7,강남구,개포동,4,19.8,래미안,A
84.23,7,구로구,구로동,21,6.72,기타,B
114.919,11,관악구,봉천동,22,11.2,기타,B
84.96,13,관악구,봉천동,24,11.68,기타,B
39.51,4,강남구,수서동,32,10.3,기타,B
39.53,10,강남구,수서동,32,10.45,기타,B
76.38,10,강남구,도곡동,38,17,기타,A
60.054,3,구로구,오류동,21,6.175,기타,B
60.054,3,구로구,오류동,21,6.175,기타,C
60.054,3,구로구,오류동,21,6.175,기타,C
117.585,7,송파구,문정동,36,19.2,기타,A
73.02,5,강남구,개포동,41,23.65,기타,C
59.99,6,관악구,봉천동,19,6.9,기타,B
59.99,15,관악구,봉천동,19,7.15,기타,B
44.64,7,구로구,구로동,26,4.4,기타,B
114.69,22,관악구,봉천동,24,9.7,기타,A
84.96,8,송파구,거여동,3,13.3,기타,C
84.98,8,송파구,거여동,3,13.6,롯데캐슬,B
76.77,17,강남구,일원동,3,28.4,자이,C
59.99,13,동작구,사당동,3,10,롯데캐슬,B
126.16,9,동작구,신대방동,36,13.8,기타,C
84.96,30,서초구,서초동,6,26.9,래미안,C
84.96,13,서초구,서초동,6,28.5,래미안,C
59.981,21,강남구,도곡동,18,22.4,기타,C
84.84,7,동작구,신대방동,22,11.7,기타,C
84.96,25,구로구,개봉동,27,5.9,기타,C
64.56,4,구로구,개봉동,37,4.9,기타,B
84.951,10,동작구,상도동,11,13.53,힐스테이트,B
76.79,6,강남구,대치동,45,23.35,기타,C
84.99,27,송파구,가락동,6,22,기타,C
84.98,4,동작구,동작동,18,11.35,기타,B
79.47,13,서초구,서초동,36,24.2,기타,C
59.981,12,동작구,상도동,3,11.85,롯데캐슬,B
59.981,11,동작구,상도동,3,12.15,롯데캐슬,C
84.91,10,구로구,개봉동,22,5.6,기타,A
84.94,23,구로구,개봉동,10,8.7,기타,B
59.997,15,강남구,역삼동,8,21.5,자이,C
84.97,13,영등포구,신길동,7,14,래미안,B
82.73,18,구로구,구로동,27,4.9,기타,A
84.98,9,영등포구,신길동,3,13.5,자이,B
60.27,4,영등포구,신길동,39,7.27,기타,B
59.88,12,구로구,신도림동,25,7.6,기타,B
59.88,23,구로구,구로동,24,8.9,기타,C
84.99,20,영등포구,도림동,24,8.1,기타,B
84.97,15,송파구,잠실동,17,22.5,기타,A
84.781,6,영등포구,도림동,10,11.5,자이,B
84.445,20,송파구,잠실동,19,17.5,기타,A
64.8,5,강남구,삼성동,22,8,기타,A
36.29,10,강남구,논현동,20,3.78,기타,A
84.94,13,양천구,신정동,3,14,래미안,A
57.33,12,서초구,잠원동,27,13.4,기타,A
84.236,3,강남구,삼성동,16,25.75,힐스테이트,C
84.87,16,서초구,잠원동,31,19.2,기타,A
59.12,20,용산구,이촌동,26,16,기타,A
82.45,6,송파구,신천동,45,19.8,기타,B
59.64,23,송파구,신천동,16,17.8,기타,A
84.9,8,송파구,신천동,16,20.9,기타,B
114.96,17,용산구,이촌동,26,27,기타,B
82.77,16,영등포구,당산동2가,30,11.4,기타,C
84.82,18,영등포구,영등포동7가,26,10.2,기타,A
69.3,7,강동구,둔촌동,36,7.45,기타,A
60.48,7,강동구,성내동,21,5.49,기타,A
28.39,11,강서구,화곡동,8,2,기타,A
84.92,8,강동구,성내동,22,8.8,기타,B
116.965,5,송파구,풍납동,39,12.3,기타,A
64.98,14,양천구,목동,38,15.5,기타,C
30.26,11,강동구,성내동,20,3.72,기타,B
59.67,3,성동구,성수동2가,30,19.5,기타,C
13.01,16,용산구,문배동,11,1.9,기타,A
15.3,13,강동구,천호동,11,1.2,기타,A
95.4,9,양천구,목동,38,21,기타,C
135.61,35,광진구,자양동,17,20.2,기타,B
114.78,11,성동구,옥수동,26,24.65,기타,C
84.91,12,용산구,효창동,6,15.9,기타,B
114.63,16,강동구,천호동,17,10.5,기타,A
84.98,2,강동구,길동,21,6.1,기타,A
59.76,19,마포구,신공덕동,24,11.99,래미안,B
84.96,3,양천구,신월동,16,6.7,롯데캐슬,A
81.567,2,성동구,성수동2가,21,14.5,롯데캐슬,A
82.92,1,강서구,등촌동,22,3.5,기타,A
84.98,15,양천구,목동,19,11.5,롯데캐슬,A
46.55,3,강동구,천호동,7,5.7,기타,B
84.923,3,강동구,상일동,5,13,롯데캐슬,A
59.76,10,성동구,성수동1가,27,11.8,기타,A
83.42,9,마포구,공덕동,19,15,래미안,B
59.91,6,성동구,응봉동,34,8.3,기타,A
84.85,5,마포구,신수동,27,11,기타,A
75.51,12,성동구,응봉동,38,12.4,기타,A
75.51,9,성동구,응봉동,38,13.2,기타,C
75.51,3,성동구,응봉동,38,13.5,기타,C
58.68,3,강동구,암사동,24,8.35,기타,B
59.983,14,성동구,금호동1가,5,14.1,기타,C
59.983,14,성동구,금호동1가,5,14.1,기타,C
84.98,3,마포구,대흥동,4,17.7,자이,A
59.98,10,강동구,상일동,4,12.85,기타,C
59.971,13,마포구,아현동,7,13,기타,B
59.905,4,마포구,아현동,10,15.89,래미안,C
59.965,14,마포구,아현동,10,15,래미안,B
84.891,12,마포구,아현동,10,17.55,래미안,B
84.891,4,마포구,아현동,10,17.7,래미안,B
59.99,9,강동구,암사동,16,10.92,롯데캐슬,B
68.03,12,마포구,서교동,19,6.75,기타,A
73.566,9,강동구,고덕동,5,14.8,기타,C
73.873,6,강동구,고덕동,5,15,기타,C
114.91,10,중구,신당동,25,11.9,기타,A
59.92,2,강동구,고덕동,8,12,힐스테이트,A
84.94,9,강동구,고덕동,8,15.3,힐스테이트,B
84.94,14,강동구,고덕동,8,15.37,힐스테이트,A
59.96,9,서대문구,북아현동,25,8,기타,A
59.96,6,서대문구,북아현동,25,8.3,기타,A
37.67,15,강서구,등촌동,29,5.06,기타,B
52.46,6,중구,묵정동,43,4.98,기타,C
64.236,12,성동구,하왕십리동,8,9.7,기타,A
84.89,11,성동구,하왕십리동,8,11.9,기타,A
59.84,8,서대문구,북아현동,4,11.9,힐스테이트,A
84.98,4,강서구,마곡동,7,13.35,힐스테이트,B
84.53,7,강동구,강일동,15,8.99,기타,B
59.99,13,성동구,하왕십리동,8,12.1,기타,B
59.94,26,성동구,마장동,26,6,기타,A
44.35,8,동대문구,답십리동,32,4.84,기타,B
59.978,10,강서구,방화동,11,6.5,기타,B
84.85,9,동대문구,답십리동,6,12.45,힐스테이트,B
59.99,5,동대문구,답십리동,10,10.685,래미안,C
84.98,3,동대문구,답십리동,10,12,래미안,B
59.878,3,동대문구,장안동,5,7.5,기타,C
84.33,11,서대문구,북가좌동,37,8.075,기타,B
84.33,11,서대문구,북가좌동,37,8.075,기타,B
84.96,6,동대문구,전농동,10,12.95,래미안,C
84.978,9,서대문구,남가좌동,5,11.8,자이,B
45.27,3,종로구,창신동,22,2.3,기타,A
59.959,7,중랑구,면목동,5,8.18,기타,C
84.9,2,마포구,상암동,19,10.7,기타,B
114.86,7,성북구,삼선동2가,15,9,힐스테이트,A
68.166,9,중랑구,면목동,4,8.75,기타,B
68.166,9,중랑구,면목동,4,8.75,기타,A
84.967,6,중랑구,면목동,4,9.85,기타,B
84.9,4,중랑구,면목동,32,6.65,기타,A
59.96,5,은평구,수색동,3,9.25,롯데캐슬,B
83.151,14,은평구,증산동,22,7.55,기타,A
84.95,11,성북구,삼선동3가,12,11.6,기타,A
44.31,7,은평구,증산동,21,4.815,기타,B
59.87,15,은평구,응암동,13,7.47,힐스테이트,A
74.94,19,은평구,응암동,4,8.54,기타,B
59.94,9,은평구,신사동,5,7.2,기타,A
59.86,3,은평구,역촌동,13,6,기타,C
84.8,6,성북구,돈암동,33,6.05,기타,B
59.99,6,성북구,길음동,14,9.15,래미안,B
59.781,4,성북구,길음동,2,10.45,롯데캐슬,C
59.4,17,중랑구,신내동,31,4.83,기타,B
59.754,12,성북구,하월곡동,18,7.37,래미안,B
59.99,13,성북구,길음동,19,6.8,기타,B
84.97,5,성북구,길음동,19,8.05,기타,B
59.99,8,은평구,불광동,6,8.33,롯데캐슬,C
59.96,1,강북구,미아동,18,6.9,기타,C
114.8,6,중랑구,신내동,11,8.6,기타,A
84.947,3,은평구,불광동,13,10.55,힐스테이트,C
59.99,13,강북구,미아동,13,6.5,기타,C
84.97,10,강북구,미아동,13,8,기타,B
75.81,3,노원구,월계동,22,6.85,기타,B
59.99,2,은평구,불광동,14,4.45,힐스테이트,A
84.94,28,성북구,장위동,4,10.3,래미안,A
34.44,11,노원구,공릉동,30,3.3,기타,B
58.65,1,노원구,월계동,32,4.389,기타,B
59.97,1,노원구,공릉동,2,7.3,기타,C
59.92,2,노원구,월계동,18,5.5,기타,B
70.56,8,노원구,하계동,36,6.3,기타,B
70.56,9,노원구,하계동,36,6.7,기타,B
70.56,9,노원구,하계동,36,6.7,기타,B
49.89,11,노원구,중계동,33,5.02,기타,B
84.896,4,노원구,하계동,27,7.65,기타,C
115.26,4,노원구,중계동,31,12.5,기타,C
59.22,8,도봉구,창동,34,6.1,기타,C
38,7,노원구,상계동,36,4.1,기타,B
38,7,노원구,상계동,36,4.1,기타,B
16.42,4,도봉구,창동,3,1.55,기타,B
65.42,15,도봉구,쌍문동,37,3.7,기타,A
115.65,5,노원구,중계동,31,12.6,기타,C
45.466,3,도봉구,창동,19,3.42,기타,C
84.97,16,도봉구,창동,27,8.6,기타,B
134.909,2,도봉구,창동,20,11.2,기타,A
84.94,10,도봉구,도봉동,29,5.65,기타,B
84.96,6,구로구,개봉동,24,6.3,기타,A
59.01,1,금천구,시흥동,33,2.85,기타,B
84.97,6,강남구,세곡동,13,11.7,기타,A
59.98,3,강남구,율현동,9,10.6,기타,B
84.83,4,강남구,율현동,9,12.2,기타,B
84.83,4,강남구,율현동,9,12.2,기타,B
101.18,4,강남구,자곡동,10,17.3,기타,C
51.77,4,송파구,장지동,11,9.2,기타,B
84.92,9,서초구,방배동,32,17.3,기타,B
84.878,9,구로구,항동,5,8.39,기타,B
84.943,20,강남구,개포동,5,28,래미안,C
59.93,20,구로구,개봉동,25,4.2,기타,A
84.98,5,관악구,신림동,21,7.45,기타,A
84.422,8,동작구,사당동,13,13.5,기타,C
158.705,7,송파구,문정동,36,23.6,기타,C
101.97,3,강남구,일원동,6,28.5,래미안,C
44.64,5,구로구,구로동,26,4.6,기타,C
51.84,3,구로구,구로동,26,5.1,기타,C
149.74,16,동작구,신대방동,28,12.2,기타,A
59.94,22,관악구,봉천동,28,6.35,기타,B
82.3,13,강남구,일원동,40,17,기타,A
68.8,6,관악구,봉천동,32,7.15,기타,B
50.82,8,강남구,일원동,32,6.9,기타,A
84.91,5,송파구,거여동,32,9.35,기타,A
84.52,13,동작구,상도동,30,8.1,기타,A
84.923,18,강남구,도곡동,18,27.5,기타,A
35.22,15,서초구,서초동,22,2.85,기타,A
59.4,13,구로구,개봉동,29,5.48,기타,B
59.91,6,송파구,가락동,27,11,기타,A
244.93,5,서초구,반포동,23,26,기타,A
84.98,10,송파구,가락동,6,21.1,기타,C
110.66,8,송파구,가락동,6,24.7,기타,C
59.5,18,구로구,구로동,21,4.93,기타,A
59.927,23,동작구,신대방동,3,11,자이,B
106.61,2,송파구,오금동,40,13.05,기타,B
113.43,15,구로구,오류동,26,6.2,기타,A
84.15,11,송파구,오금동,22,8.9,기타,A
84.58,11,영등포구,신길동,16,10.6,기타,B
59.98,5,영등포구,신길동,3,11.425,자이,A
59.863,15,영등포구,신길동,2,10.5,기타,B
59.84,4,구로구,신도림동,13,9.5,기타,C
68.91,10,서초구,잠원동,46,23.3,기타,C
59.73,13,양천구,신정동,24,6.38,기타,A
81.05,12,서초구,잠원동,32,18.8,기타,A
27.68,4,송파구,잠실동,16,9.5,기타,C
84.8,20,송파구,잠실동,16,24.5,기타,B
70.73,3,양천구,신정동,37,14.1,기타,C
80.25,7,서초구,잠원동,42,19,기타,A
114.34,13,강남구,논현동,27,20.6,기타,C
59.93,9,양천구,신정동,13,6.6,기타,A
59.88,14,양천구,신월동,4,8.9,기타,C
59.4,19,강남구,삼성동,24,16,기타,A
66.39,23,용산구,이촌동,21,21.7,자이,B
84.78,10,용산구,이촌동,25,21.05,기타,C
84.93,8,양천구,신정동,8,16.3,힐스테이트,C
121.63,15,송파구,신천동,16,26.7,기타,B
84.96,13,양천구,신정동,34,12.55,기타,B
95.5,8,영등포구,여의도동,49,21.7,기타,C
113.14,13,양천구,신월동,27,7.5,기타,A
84.88,4,용산구,이촌동,27,17.8,기타,B
59.97,23,영등포구,양평동1가,3,9.2,기타,B
71.91,1,양천구,신월동,21,5.4,기타,B
74.4,4,강남구,압구정동,37,27.5,기타,B
84.595,16,강남구,청담동,30,28,기타,C
60.83,5,영등포구,당산동3가,45,8.3,기타,C
81.94,10,광진구,자양동,33,10.1,기타,A
106.12,8,용산구,이태원동,42,22.95,기타,C
59.88,7,강동구,성내동,25,8.6,기타,C
59.88,13,강동구,성내동,25,8.95,기타,C
59.26,8,영등포구,당산동4가,36,9.5,기타,B
84.5,9,영등포구,당산동4가,36,11.5,기타,B
58.89,10,양천구,신월동,19,4.1,기타,B
84.94,1,영등포구,양평동3가,24,9.25,기타,A
83.4,4,강동구,둔촌동,40,9.5,기타,B
31.37,5,강동구,천호동,20,1.7,기타,A
84.97,4,광진구,광장동,34,13.1,기타,B
114.666,17,성동구,옥수동,25,18.4,기타,A
71.05,7,성동구,옥수동,34,13.3,기타,A
123.51,14,성동구,옥수동,34,18.2,기타,A
59.76,7,광진구,광장동,24,11.5,기타,B
59.28,9,영등포구,양평동6가,25,6.8,기타,B
59.98,6,성동구,옥수동,12,15.4,래미안,B
59.862,1,성동구,금호동4가,12,12.7,기타,B
59.98,3,강서구,화곡동,23,2.8,기타,A
59.98,5,성동구,금호동4가,6,13.2,힐스테이트,A
14.73,8,광진구,화양동,10,1.3,기타,B
84.61,13,마포구,공덕동,35,10.65,기타,A
84.3,5,성동구,옥수동,8,18.65,기타,C
84.88,3,중구,신당동,22,11.5,기타,B
84.88,16,중구,신당동,22,11.9,기타,B
84.93,11,강동구,천호동,39,8,기타,B
66.87,5,강동구,명일동,38,9.2,기타,B
84.971,11,강동구,상일동,3,14.2,자이,A
59.64,9,강동구,암사동,24,8.82,기타,B
59.72,13,강동구,상일동,13,8.4,기타,A
84.755,5,강동구,명일동,41,13,기타,C
31.57,4,마포구,노고산동,22,2.59,기타,B
84.68,2,강서구,내발산동,17,9.6,기타,B
59.37,6,강서구,등촌동,25,7.35,기타,C
84.96,13,강서구,등촌동,25,8.5,기타,B
59.979,18,마포구,아현동,10,14.95,래미안,B
84.891,19,마포구,아현동,10,17.35,래미안,C
84.891,10,마포구,아현동,10,18,래미안,B
59.96,8,성동구,행당동,24,10.4,기타,B
84.71,22,성동구,행당동,24,12.7,기타,B
84.71,21,성동구,행당동,24,13,기타,C
84.87,1,성동구,행당동,24,10.5,기타,A
59.85,1,서대문구,북아현동,6,12.1,기타,C
84.93,11,서대문구,북아현동,6,15.1,기타,C
84.93,11,서대문구,북아현동,6,15.1,기타,C
84.88,8,강동구,고덕동,8,14.95,힐스테이트,B
84.88,31,강동구,고덕동,8,16.15,힐스테이트,A
84.94,13,강동구,고덕동,8,16.3,힐스테이트,B
59.76,14,강서구,가양동,25,7.99,기타,B
55.85,18,서대문구,천연동,18,7.9,기타,A
55.85,18,서대문구,천연동,18,7.9,기타,B
75.55,1,서대문구,천연동,18,7.9,기타,C
84.53,1,강동구,강일동,15,8,기타,A
84.96,11,성동구,하왕십리동,9,15.5,기타,C
84.78,5,서대문구,영천동,29,9,기타,B
59.34,4,강서구,방화동,30,5.55,기타,B
52.96,8,동대문구,장안동,7,4.4,기타,B
84.92,26,중구,황학동,16,10.3,롯데캐슬,B
59.86,28,동대문구,답십리동,6,11.05,힐스테이트,B
84.97,9,중랑구,면목동,22,7.05,기타,A
59.92,1,마포구,상암동,21,8.3,기타,B
59.4,1,서대문구,남가좌동,25,6.45,기타,B
72.63,3,중랑구,면목동,30,6.4,기타,B
84.57,13,서대문구,북가좌동,28,8,기타,B
84.89,22,마포구,상암동,18,12,기타,B
84.88,3,중랑구,면목동,31,5.8,기타,A
114.18,1,은평구,수색동,21,7.6,기타,B
84.95,2,서대문구,홍제동,3,12.5,기타,C
16.04,7,동대문구,휘경동,4,2,기타,B
59.95,15,동대문구,휘경동,11,7.6,기타,A
84.64,20,동대문구,휘경동,13,9,기타,B
