전용면적,층수,연수,구,거래금액(억원)
12.85,20,10,마포구,1.78
84.59,9,25,성북구,7.35
74.9982,2,2,강서구,8.88
101.97,23,17,성북구,7.5
59.98,7,15,서초구,25
121.93,19,10,동대문,14.5
84.94,9,4,성북구,9.3
118.09,2,27,서초구,11.8704
59.98,6,3,영등포,10.5
36.2415,11,2,은평구,5
59.9932,10,14,은평구,7.35
84.97,1,16,강서구,11
84.63,2,16,은평구,7.42
59.99,18,24,송파구,8.85
84.75,10,7,영등포,13.3
115.9,15,8,성동구,21.8
16.58,17,6,관악구,1.765
137.09,18,19,영등포,18.4
115.35,14,31,노원구,13
36.2415,23,2,은평구,5
64.53,3,37,서초구,17
33.8,2,28,구로구,1.6
84.901,22,5,마포구,18.1
60,14,24,종로구,8.28
43.92,18,27,영등포,5.9
59.028,3,5,강동구,12.1
74.66,24,4,강남구,22
84.95,20,24,마포구,10.7
101.97,8,30,강남구,18.3
84.96,17,20,동작구,9.5
84.99,2,14,동작구,10.4
30.8,3,22,강북구,1
59.14,22,4,강동구,10
75.33,12,37,도봉구,4.2
59.22,2,38,노원구,6.9
59.89,10,15,구로구,7.52
114.66,8,25,성북구,8.2
19.6,16,8,중구,1.98
164.1,23,25,양천구,16.2
14.7145,5,5,성북구,1.1
84.84,5,18,양천구,6.35
59.96,15,1,서초구,26.9
59.97,3,19,성북구,6.8
59.97,6,5,강동구,7
84.8,8,16,송파구,22.8
35.73,5,27,강남구,9.05
18.92,20,9,동대문,1.475
116.19,1,18,송파구,21.25
59.22,12,24,노원구,4.85
84.93,11,4,강동구,13.15
64.4,1,38,양천구,17.8
84.99,5,21,강서구,5.7
45.9,9,36,도봉구,4.8
84.64,25,3,강남구,29
15.73,11,11,금천구,1.55
15.6,3,11,구로구,0.9
114.93,8,4,서대문,16.75
49.94,15,34,도봉구,5
102.48,3,50,용산구,23.9
81.62,4,22,서대문,5.25
84.9,8,16,송파구,19.45
71.93,12,54,중구,6.5
59.9656,9,10,마포구,13.5
84.8768,10,20,금천구,6.4
108.33,2,43,성북구,14.145
59.96,4,4,마포구,11.7
135,23,27,도봉구,8.85
114.75,23,21,관악구,9.85
84.97,18,16,송파구,19.8
37.806,6,4,금천구,3.2
59.9,4,18,강북구,6
35.75,8,6,중랑구,3.35
29.99,10,7,은평구,2.85
147.3212,7,10,중구,15.9
53.88,3,38,양천구,14.5
59.99,20,5,성북구,9.7
84.9958,9,20,강서구,9.48
13.8029,4,7,금천구,1.2
84.88,5,25,중구,12.5
31.37,4,20,강동구,1.55
59.83,7,27,영등포,7.7
84.87,16,24,구로구,10
83.805,7,38,구로구,9.2
64.63,7,33,은평구,3.36
84.98,1,23,영등포,11
64.98,15,38,양천구,15
84.94,14,35,노원구,7.7
59.34,12,20,금천구,4.525
49.75,6,42,금천구,6.1
59.82,6,25,용산구,12.9
59.8188,22,19,성북구,6.45
59.81,1,11,서초구,14.8
59.79,19,26,성북구,5.9
142.98,15,27,서대문,8.5
36.16,10,35,도봉구,3.2
54.7,7,32,종로구,6
84.67,7,19,마포구,11
41.3,7,36,노원구,4.2
59.87,9,10,금천구,6.95
84.87,22,24,관악구,8.45
129.45,3,31,강남구,19.125
84.65,14,32,양천구,8.9
36.29,3,20,강남구,3.9
51.66,5,29,동작구,7.6
84.96,5,16,강서구,8.2
76.5,8,46,송파구,24.08
50.37,6,26,중랑구,5.4
58.46,15,32,노원구,6.7
59.943,22,7,중구,12.9
37.38,5,4,관악구,1.5965
115.65,5,31,노원구,11.95
13.265,11,10,강동구,1.45
59.88,8,23,구로구,8.28
51.48,12,38,노원구,6.5
41.04,14,37,영등포,5.39
59.88,18,23,구로구,7.2
71.9,9,33,관악구,4.9
84.77,10,28,노원구,10.3
180.42,28,21,양천구,29.7
115,10,25,강동구,11
84.99,16,10,동대문,11.9
53.16,6,36,도봉구,3.7
59.84,5,16,강서구,7.25
26.34,13,11,동대문,1.3
96.24,19,23,영등포,6.7
59.99,14,16,관악구,5.75
84.901,5,5,마포구,15
59.94,13,26,성북구,5.7
39.6,4,30,강서구,4.6
84.97,5,4,양천구,9.85
150.65,5,48,영등포,26.5
84.39,9,9,강남구,12
84.87,11,24,관악구,8.65
84.83,21,17,송파구,19.5
59.97,2,20,강동구,9.05
84.48,8,2,성북구,10.45
59.88,21,4,양천구,8.6
84.77,3,28,노원구,10.675
59.99,22,12,광진구,14.95
36.2275,25,2,은평구,4.5
84.99,3,19,관악구,7.5
84.48,21,16,중랑구,7.8
101.29,9,44,영등포,18
59.92,16,24,관악구,7.2
31.32,8,23,노원구,3.07
144.77,29,16,송파구,26.5
71.98,13,7,영등포,13.05
84.92,15,24,성북구,6.2
84.94,10,3,양천구,13.9
59.785,9,5,강동구,11.5
84.54,11,25,서초구,18.9
84.01,15,17,양천구,6.7
59.91,7,4,영등포,9.55
84.8282,2,5,강동구,5.7399
84.9858,4,3,서초구,29.4
147.3212,29,10,중구,16.1
22.14,6,5,중랑구,2.15
84.95,13,36,노원구,9
84.3,13,8,성동구,16.3
84.76,11,13,동작구,15
84.87,12,26,성북구,7.25
76.79,11,45,강남구,20.3
84.94,11,29,도봉구,5.55
59.96,18,16,관악구,5.8
59.98,7,32,구로구,5.4
59.96,8,25,구로구,5.4
122.81,7,23,강남구,28
59.69,8,23,용산구,7.7
33.18,2,32,강남구,8.999
84.99,23,16,송파구,23.1
102,3,20,강남구,9
59.9207,11,6,서초구,19.4
111.22,21,16,강동구,14.3
24.011,5,11,동대문,2.5
59.34,25,28,노원구,6
57.78,3,7,강동구,6.2
80.67,1,20,송파구,5
14.43,5,11,중랑구,1.02
75.15,8,32,서대문,7
44.33,13,36,노원구,3.5
84.98,4,13,강동구,10.5
107.39,5,45,서초구,26.5
59.86,15,16,송파구,17
59.96,11,25,서대문,7.6
74.19,7,36,양천구,11
59.34,10,29,구로구,5
59.19,10,7,성북구,8.4
85,2,18,성북구,6.7
22.3,4,2,강서구,3.25
52.89,8,47,성북구,3.7
59.9,14,25,구로구,8.47
84.956,28,4,중랑구,11.9
84.93,9,26,성동구,13
84.96,10,21,관악구,8.3
84.81,2,16,강동구,13
84.95,7,3,양천구,14.45
59.73,14,15,마포구,8
84.65,8,16,성북구,7.8
84.95,11,12,서초구,11
121.0751,8,18,서초구,20.7
129.66,14,33,금천구,7.8
13.77,12,11,중랑구,0.95
59.82,17,25,강북구,4.4
70.95,3,19,강남구,8.3
49.72,4,31,노원구,5.39
39.53,11,32,강남구,11.5
84.206,5,23,구로구,5.37
83.58,13,38,송파구,11.1
20.84,2,8,구로구,1.7
84.95,9,27,강서구,6.8
43.79,4,38,송파구,8.2
124.1323,23,10,중구,15.25
84.98,10,16,송파구,10
59.04,3,2,강북구,3.405
59.96,3,3,은평구,8.9
45.9,13,36,노원구,4.5
84.99,16,5,동대문,11.85
84.87,10,24,성동구,10.9
59.993,26,14,서초구,22.5
83.21,11,39,강동구,9.9
157.29,13,10,성동구,19.3
12.0156,11,11,중랑구,1
59.97,6,12,서대문,8.92
84.93,7,26,강남구,19.9
84.046,7,5,강동구,16.8
59.888,15,20,마포구,7.6
60.054,2,21,구로구,6.63
84.932,9,5,성동구,15.3
116.375,13,10,양천구,11.48
84.9472,11,3,마포구,19
67.92,4,26,성동구,10.8
84.98,14,40,송파구,16
37.67,8,29,강서구,5.29
44.1,9,34,노원구,4.9
75.72,29,20,마포구,8.9
20.68,7,1,중랑구,1.955
84.91,2,35,광진구,11.3
84.96,8,13,중구,13.95
52.85,18,4,양천구,7.35
59.96,1,3,은평구,8.92
51.48,8,38,노원구,6.9
59.9883,11,3,노원구,5.9
59.92,9,3,성북구,8.1
59.72,10,21,동작구,6.9
59.98,5,26,서초구,10
51.12,11,32,강남구,13.2
84.97,21,22,노원구,8.05
84.84,2,20,서초구,15.45
101.995,11,21,성동구,15.9
84.99,12,12,성동구,13.1
41.3,8,36,노원구,4.2
75.72,12,5,은평구,7.9
59.99,8,13,강동구,11.2
59.9908,5,3,동작구,8.65
100.8522,8,9,송파구,17.65
59.35,26,7,성북구,7.6
84.99,7,14,구로구,7.6
122.01,7,26,성동구,16.8
79.24,5,48,동작구,14.9
29.57,4,5,중랑구,3
49.92,4,29,노원구,5
59.11,2,5,강동구,10.9
39.53,15,32,강남구,11
59.76,9,26,중랑구,6
59.9818,4,3,동작구,11.2
71.98,24,4,영등포,15.5
39.53,15,32,강남구,10.48
59.983,14,5,성동구,13.6
59.28,12,37,노원구,6.8
59.9,8,26,영등포,8.65
59.98,2,5,성북구,7.6
95.74,7,21,광진구,7.1
17.81,8,10,광진구,2.1
116.79,6,18,성동구,13.3
84.99,13,9,은평구,10.8
102.34,13,16,강동구,13.7
84.049,11,17,성북구,9.25
165.8299,2,20,강서구,12.85
84.89,1,29,동작구,6.5
23.21,2,1,동대문,3.03
84.06,5,37,강남구,14.5
101.86,2,29,중랑구,8
73.27,8,36,영등포,9.6
59.89,16,15,마포구,12.45
74.54,1,31,강남구,18.5
59.75,6,24,영등포,10
53.656,10,22,노원구,4.5
84.97,11,3,성북구,9.45
79.24,3,53,영등포,16.2
84.86,10,20,강북구,6.53
60.06,11,31,서대문,7.38
84.9571,8,4,영등포,10.95
59.8848,21,18,강남구,17.55
49.68,21,5,강동구,9.8
59.96,10,25,구로구,5.15
84.32,15,30,동작구,10.5
81.75,5,46,송파구,22.76
58.77,8,36,도봉구,4.25
84.9952,11,3,동작구,14.2
84.98,10,4,영등포,11
83.45,26,8,마포구,11
16.45,14,11,강북구,1.68
84.59,6,13,은평구,7.3
84.97,8,14,은평구,8
78.88,14,17,구로구,5.75
84.15,3,31,관악구,5.45
14.1881,5,12,동작구,1.29
84.99,13,2,은평구,11
84.9,5,10,구로구,7.9
58.14,4,29,노원구,6.5
14.677,2,12,강서구,0.85
84.98,7,20,성북구,6.7
84.97,38,7,강동구,13.3
33.18,5,30,강서구,3.8
84.049,11,17,성북구,10.5
14.8376,12,4,영등포,1.9
84.98,16,21,도봉구,6.7
58.64,10,27,서대문,5.7
22.57,14,6,송파구,3.8
59.98,12,20,강북구,5.85
82.01,4,19,송파구,13.9
84.99,17,16,송파구,25
83.31,5,52,중구,6
79.25,7,36,노원구,6.25
59.97,9,23,동대문,5.4
84.82,6,28,구로구,9.5
59.99,6,24,동대문,6.37
84.94,7,25,마포구,13.4
59.91,6,17,동대문,7.52
147.3212,5,10,중구,17.8
59.6,15,14,강북구,6.7
84.9025,5,10,강서구,9.65
45.77,15,33,노원구,4.25
84.83,24,17,송파구,20
123.76,1,40,영등포,14.3
84.8514,1,7,노원구,6.6
124.55,5,37,양천구,21.6
59.49,1,21,성북구,6.78
84.5766,12,21,양천구,7.9
59.98,13,4,서대문,9.95
59.93,9,24,서대문,6.3
59.69,5,16,구로구,5.8
59.14,13,4,강동구,9.27
59.4,14,27,중랑구,4.9
58.14,13,29,강서구,4.97
59.99,10,9,강서구,9
59.63,3,13,은평구,6.8
84.44,13,32,양천구,12.75
70.16,7,32,중랑구,4.9
84.79,5,16,송파구,22.3
84.9,11,11,은평구,8.05
84.05,3,22,광진구,5.5
59.23,13,8,강동구,12.45
59.86,11,26,관악구,6.2
59.98,22,20,강북구,5.3
63.18,7,38,성동구,6.5
84.93,7,24,노원구,6.59
84.63,4,5,강동구,15.35
118.8208,26,9,양천구,20.3
84.51,1,20,강서구,5.5
59.99,23,24,동대문,6
117.05,13,46,영등포,20
84.96,10,24,노원구,6.72
48.6,12,25,노원구,3.9
114.7,18,25,영등포,11.95
74.946,1,21,강서구,6.7
59.93,11,25,구로구,8.1
35.45,11,32,동대문,3.7
84.95,4,31,강남구,21.5
54.7,4,32,종로구,6.8
145.72,19,18,송파구,14.8
59.9426,10,15,종로구,8
36.2415,16,2,은평구,5
84.97,6,20,금천구,5.7
84.9,15,25,노원구,6.9
84.7556,13,19,강서구,8.5
59.92,18,25,동대문,6.65
84.9572,2,18,마포구,9.3
101.86,5,29,중랑구,8.32
59.5,18,21,구로구,5.3
83.7,6,19,동대문,6.6
59.94,11,23,구로구,6.25
84.9134,10,16,강북구,7.3
84.9979,21,5,강동구,12.27
59.94,19,21,성동구,9.4
59.469,14,6,영등포,7.7043
59.88,6,24,강동구,7.7
96,7,38,강동구,9.2
12.33,3,2,성북구,1.86
59.88,10,26,성북구,5.85
84.76,7,16,강서구,9
84.99,16,6,송파구,20.85
59.7592,13,4,강서구,7.45
84.985,1,20,양천구,7.5
101.12,7,42,성동구,19.3
39.69,13,35,송파구,6.5
80.01,15,30,구로구,8.05
32.39,9,36,노원구,3.85
84.99,11,16,송파구,20.7
84.94,1,29,도봉구,4.65
59.91,25,26,성동구,7.75
14.7,5,8,동작구,1.32
84.878,19,21,구로구,8.35
96.4,14,32,동대문,6.9
136.77,5,24,양천구,15.5
84.73,2,30,강남구,20
58.01,9,34,도봉구,6.33
82.51,12,46,송파구,28.21
59.59,2,24,서대문,6
45.77,9,36,노원구,4.025
84.9,12,16,송파구,18.45
14.75,11,3,중랑구,2.6
59.7,9,25,강서구,7.55
84.992,11,17,동작구,12.2
59.94,10,27,양천구,6.25
58.65,10,32,강서구,5.3
59.83,13,25,강서구,8.7
84.92,5,24,종로구,10.89
59.91,5,24,은평구,6.8
59.97,5,10,강남구,13.2
84.67,7,5,강북구,8.9
34.995,18,25,강남구,4.48
84.968,6,9,서대문,11.2
84.64,4,19,성북구,8.4
12.62,16,10,영등포,1.6
83.06,3,36,송파구,17.75
59.97,8,25,구로구,5.28
84.83,18,30,은평구,5.9
59.82,16,22,양천구,10.75
64.99,18,12,송파구,13.67
59.64,5,24,강동구,8.26
59.96,17,8,강동구,11.9
120.492,4,9,서대문,15.9
59.95,10,27,영등포,7.8
84.94,2,14,마포구,8
76.5,6,22,강서구,3.5
84.87,6,28,강동구,7.7
59.06,2,1,중랑구,5.5039
84.51,10,38,강동구,9.7
84.83,4,15,강동구,8.95
84.87,4,26,성북구,6.95
59.76,10,24,광진구,11.45
84.6099,12,12,동작구,13.67
59.97,12,6,강동구,9.1
59.97,5,29,성동구,7.6
66.6,8,31,중구,7.9
84.99,5,28,종로구,6.5
48.28,6,1,광진구,5.07
84.49,6,15,은평구,8.6
49.85,10,34,노원구,5.35
41.3,12,36,노원구,4
84.96,5,24,양천구,8.4
84.85,7,27,마포구,8.8
84.81,11,16,강동구,13
33.28,2,38,노원구,5.625
84.27,10,15,은평구,8
84.99,10,10,동대문,10.7
95.66,8,40,용산구,22.9
59.88,1,28,도봉구,3.5
84.98,20,3,은평구,11.43
84.6099,7,12,동작구,12.9
59.89,23,15,서초구,24.1
59.58,10,26,성북구,5.25
84.97,5,4,양천구,9.42
84.95,2,21,성동구,10.9
84.86,10,13,양천구,7.9
17.58,13,4,송파구,2.51
84.97,5,4,양천구,9.42
59.9823,8,5,송파구,8.725
84.9716,7,6,서초구,26.5
84.98,1,10,동대문,9.8
14.24,9,12,영등포,1.318
84.66,1,31,용산구,15.5
59.94,6,29,강서구,6.8
17.2538,3,4,강서구,1.17
59.97,14,10,동대문,9.3
36.2415,25,2,은평구,5
65.34,2,39,양천구,15.1
59.91,9,4,영등포,11.4
48.56,10,56,중구,3.58
166.24,21,14,중구,20
59.98,6,4,강동구,11.3
84.76,12,27,도봉구,8.5
84.48,11,2,성북구,10.45
109.27,8,25,성북구,7.15
41.3,13,36,노원구,5.48
59.817,1,10,금천구,7
59.97,6,4,은평구,7.4
84.81,4,25,성동구,13.5
59.96,10,3,은평구,8.5
114.966,10,22,관악구,11.2
59.4,1,25,서대문,5.9
107.22,1,25,강남구,20.7
84.94,2,16,송파구,11.4
59.88,12,19,성북구,4.9
16.45,10,11,강북구,1.645
58.59,3,30,동대문,6.55
84.86,3,23,동대문,6.99
59.97,8,29,영등포,8
59.94,15,23,광진구,9.5
59.55,4,23,용산구,10
70.35,3,15,관악구,4.2
84.952,18,20,구로구,9
117.95,14,15,마포구,10.8
59.91,10,22,금천구,4.7
80.1,5,35,광진구,10
60.5,7,36,노원구,5.6
84.9,5,21,서대문,5.2
84.94,14,12,강남구,13.9
92.04,1,21,구로구,5.1
59.8404,19,4,서대문,11.85
84.9,11,16,송파구,20.5
84.75,8,30,강동구,8.8
59.94,8,26,구로구,4.2
59.99,7,20,성북구,7.15
84.98,14,10,동대문,10.5
133.05,23,19,서초구,21.4
123.67,11,15,은평구,11.9
73.566,11,5,강동구,14.55
84.93,9,18,중랑구,6
154.47,26,15,용산구,30
59.99,6,9,은평구,8
84.76,23,13,동작구,16.3
84.6,2,37,서대문,5.2
84.85,3,30,성북구,6.5
84.94,29,3,강남구,23.5
59.9818,19,18,강남구,21.5
84.94,2,21,서초구,19.75
59.9718,12,7,마포구,12
56,18,21,동작구,7.6
54.83,2,2,성북구,6.12
114.756,5,22,양천구,19
51.84,16,26,구로구,5.3
60,5,25,동작구,7.35
58.59,11,32,관악구,6.9
59.11,30,5,강동구,11.6
84.82,6,18,송파구,22.15
101.83,6,14,은평구,9.3
84.86,22,26,강동구,10.5
49.64,6,38,영등포,8
72.185,2,27,마포구,11.05
84.94,20,3,양천구,13
84.9342,4,8,송파구,12.9
14.02,2,5,강동구,2.17
84.78,12,30,서대문,8
59.96,11,6,송파구,13.1
57.5033,8,21,은평구,6.2
58.01,9,36,노원구,6.7
121.23,8,36,송파구,27.5
79.07,12,33,강북구,7.2
84.87,4,27,성동구,5.8
59.96,23,8,강동구,7
84.92,2,10,강남구,14.35
112.73,7,24,양천구,14
59.96,1,15,동작구,7.82
59.34,14,29,구로구,5.73
59.9452,9,10,마포구,13.3
59.4,1,24,노원구,4.34
50.14,12,38,노원구,6.3
59.83,2,27,영등포,7.03
84.98,6,4,성북구,9.5
59.94,17,23,노원구,6.55
50.03,12,38,마포구,9.15
59.376,32,5,마포구,13.3
114.463,16,16,강남구,25
58.01,10,36,노원구,6.9
45.74,5,12,강북구,2.93
141.515,3,33,마포구,13.5
59.64,6,24,강동구,8.15
84.92,20,24,관악구,9.5
84.705,10,21,강북구,6.5
59.92,13,3,성북구,7.3
23.95,3,1,동대문,3.18
114.68,8,20,강북구,6.9
68.22,11,28,마포구,9.6
84.98,13,26,도봉구,5.67
84.99,19,9,강서구,13.2
90.95,10,25,동대문,8.35
84.95,10,3,양천구,12.75
75.86,8,46,서초구,17.4
84.884,13,11,동작구,12
59.89,13,24,동대문,7
84.96,11,20,송파구,14.2
84.96,5,4,관악구,3.3442
84.9039,6,4,은평구,9.35
84.97,31,7,강동구,13.8
84.96,9,8,마포구,17.5
42.98,5,47,영등포,8.23
15.42,11,11,종로구,1.17
73.74,1,21,금천구,4.15
134.9,8,14,은평구,12
84.94,1,31,은평구,6.7
141.1572,7,11,동작구,16.2
59.73,10,25,구로구,7.6
59.91,3,24,강북구,4.74
84.32,15,30,중랑구,6.35
59.94,3,8,성동구,10.85
113.91,1,24,양천구,9.65
71.05,11,19,강북구,4.6
63.08,5,19,마포구,5.999
126.9,12,39,송파구,17.25
58.46,9,32,노원구,7.1
59.7,17,12,서초구,22.2
83.52,9,11,양천구,5.5
59.55,9,24,마포구,7.2
134.9883,16,20,강서구,12.9
83.43,5,21,은평구,5.15
84.98,4,3,영등포,12.7
61.59,10,42,영등포,8.3
84.9704,15,6,동작구,13
134.3,6,20,강남구,24.75
59.38,9,14,강북구,6
59.97,18,12,서대문,8.55
59.93,9,24,서대문,6.5
29.23,14,19,영등포,3.79
73.14,1,36,송파구,16.3
79.777,11,22,영등포,10.1
16.93,5,11,강북구,1.63
33.6,3,31,강서구,3.8
95.52,4,21,강서구,4.42
84.946,7,12,동작구,13.2
29.6,14,19,서초구,3
110.66,15,6,송파구,24.8
121.63,23,16,송파구,25.2
43.79,4,38,송파구,8.4
80.2,7,33,서초구,13.25
74.823,21,3,강동구,12.55
53.24,12,35,영등포,6.92
84.69,9,27,송파구,12.9
51.29,6,35,노원구,4.97
84.99,2,19,관악구,7.3
103.8,5,41,중랑구,6.6
64.53,6,36,서대문,6
66.29,1,37,서초구,13.5
84.97,18,19,성북구,7.8
84.99,7,6,송파구,20
59.39,8,36,노원구,3.95
84.705,24,21,강북구,6.5
84.7,20,15,마포구,8.7
74.95,12,2,노원구,9.5
84.99,6,15,성북구,9
84.96,11,30,강서구,7.85
59.9866,10,4,노원구,8
58.46,6,36,강남구,15.5
100.82,9,36,송파구,20.2
59.7547,5,7,종로구,14.82
108.08,9,31,동작구,12
59.61,6,21,동대문,6.7
59.855,12,21,성북구,6.8
84.87,9,24,구로구,9
84.4,3,21,강서구,5.23
84.9883,6,21,동작구,8.6
107.53,3,19,용산구,12.16
59.96,23,24,동대문,6.9
84.98,7,6,서대문,12.4
84.71,10,24,성동구,12.5
84.94,21,25,마포구,13
81.72,6,23,서대문,9.43
97.83,24,9,용산구,16.7
84.92,9,10,성동구,13.2
60.054,4,21,구로구,6
84.58,7,3,양천구,13.5
59.88,3,19,성북구,4.65
36.2275,7,2,은평구,4.5
79.08,15,30,성동구,9.6
59.97,3,26,강서구,6.3
59.88,15,17,송파구,18.5
59.99,6,21,마포구,11.55
44.37,5,36,도봉구,2.4
84.96,1,28,중랑구,6.6
48.84,7,3,은평구,3.98
59.9825,2,7,강서구,9.5
36.2415,4,2,은평구,5
57.09,4,36,강동구,6.85
84.53,2,35,성동구,9
115.35,11,31,노원구,12.9
84.97,12,27,강남구,18.45
79.945,10,37,송파구,10.8
59.96,4,3,은평구,8.98
84.992,11,17,동작구,12.1
84.98,13,6,송파구,19.8
12.16,11,11,은평구,1.09
49.54,12,33,노원구,4.93
84.9,1,28,강남구,16
59.98,18,4,영등포,13.65
59.94,15,27,은평구,4
84.97,9,16,강서구,11.6
114.92,4,25,중구,13.9
39.6,13,32,강서구,5.6
58.77,5,28,서대문,4.78
15.97,16,10,중구,1.6
59.34,5,20,금천구,4.5
59.97,13,26,강서구,7.29
84.86,13,32,도봉구,5.9
96.98,12,40,강남구,24.6
84.9,3,26,성북구,7.3
84.96,9,30,강남구,15.6
84.88,12,10,강서구,13.1
59.58,13,26,성북구,5.05
59.26,12,30,강서구,6.3
75.86,9,46,서초구,17.65
84.98,6,3,영등포,12.75
84.43,1,44,강남구,21.5
84.83,9,23,노원구,7.55
39.53,1,32,강남구,9.3
84.86,4,20,강북구,6.3
59.93,14,13,은평구,6.45
56.61,1,36,서대문,4.1
84.65,28,7,영등포,14.5
57.9,3,27,동대문,6.29
84.66,24,5,성북구,12.9
59.99,12,20,성북구,6.8
115.94,9,17,송파구,11
59.9843,4,20,동작구,9.55
124.1323,5,10,중구,14
54.54,11,37,서대문,3.57
113.329,17,10,금천구,10
37.8,5,6,영등포,4.8819
100.95,10,4,영등포,14.5
84.58,8,24,강남구,22
59.606,5,19,강남구,19.5
59.74,13,25,관악구,5.87
116.375,13,10,양천구,11.2
164.53,5,20,강남구,16.8
71.37,9,36,양천구,14.6
118.749,16,4,종로구,28
59.9236,3,10,마포구,13.6
44.52,13,32,노원구,3.75
14.03,11,4,은평구,1.7
84.98,7,40,송파구,15.1
84.97,22,23,성동구,8.9
84.87,7,37,도봉구,5.15
84.9912,21,6,동작구,16.45
59.76,15,27,중랑구,5.85
84.98,7,4,영등포,13
84.97,5,29,강남구,18.1
84.82,13,18,송파구,21.8
84.77,9,10,강서구,12
39.53,7,32,강남구,11.6
59.789,8,3,은평구,7
59.8637,28,5,금천구,6.9
84.69,5,20,은평구,5.75
41.4,9,22,구로구,2.1
84.96,10,10,동대문,11.85
59.39,9,36,노원구,4.95
84.046,21,5,강동구,16.5
125.71,7,16,영등포,27.4
59.98,21,7,강동구,11.6
65.37,9,25,중구,9.99
58.01,11,36,노원구,6.5
59.91,13,17,동대문,8.95
41.3,8,37,노원구,4.9
114.97,11,20,동작구,14.6
49.16,14,23,양천구,4.35
59.7547,4,7,종로구,14.8
79.11,8,31,중구,7.5
78.665,16,20,구로구,8.5
83.85,17,17,마포구,12.3
41.3,13,33,도봉구,3.95
83.4,17,30,서초구,12.75
84.27,12,30,양천구,6.5
84.832,16,7,서대문,9.8
44.5,4,36,중랑구,4.1
49.72,6,31,노원구,5.3
84.99,3,7,성동구,12.4
123.61,7,40,송파구,13.3
134.91,7,16,은평구,9
59.75,2,24,영등포,9.2
24.319,7,11,동대문,2.45
38.08,11,20,마포구,5.25
16.93,4,11,강북구,1.63
84.99,11,31,강서구,10.55
59.9,18,25,금천구,4.48
69.5135,10,8,중구,13.3
44.35,7,32,동대문,4.8
84.85,8,6,동대문,11.4
84.17,10,6,서초구,26
59.94,11,25,성북구,4.5
84.94,12,4,성북구,9.94
81.05,24,17,동대문,8.5
84.87,14,25,영등포,11.6
33.28,1,38,노원구,5.58
114.977,2,13,은평구,12
59.93,4,24,동대문,6.9
49.7795,1,2,서초구,16
52.36,2,33,도봉구,3.3
84.307,11,17,성북구,7
84.88,11,23,동작구,9.95
132.16,14,20,서초구,28.4
15.12,15,11,강동구,1.25
59.998,11,21,성북구,6.51
39.69,8,35,송파구,6.5
124.1,7,20,용산구,20
59.96,5,10,강남구,12.3
84.988,5,17,강동구,12.78
114.78,9,24,관악구,8.2
124.95,13,15,양천구,23.2
58.05,13,27,양천구,10.1
59.88,11,27,도봉구,6.5
50.86,13,7,동대문,3.5
59.24,13,36,송파구,8.5
103.11,8,28,서대문,7.1
114.885,7,20,동대문,9.1
84.97,15,25,노원구,7.4
84.75,8,30,강동구,8.05
59.98,22,2,노원구,7.43
98.63,2,37,양천구,18.75
51.03,12,30,강서구,5.25
84.6,19,27,광진구,12.5
39.6,12,31,강남구,9.5
59.99,7,10,동대문,8.9
49.7795,1,2,서초구,16
59.94,6,22,중구,9.65
59.99,14,14,은평구,7.1
84.647,5,21,성북구,7
41.3,8,35,노원구,4.3
83.32,7,18,강서구,3.47
12.62,11,10,영등포,1.58
39.1,11,6,송파구,11.15
114.97,3,22,노원구,9
59.98,6,7,은평구,6
84.95,11,10,강서구,9.8
114.88,2,29,노원구,6.7
120.936,10,11,동작구,16
75.87,13,3,영등포,11.6
18.35,14,9,동대문,1.1
163.68,11,31,강남구,22.8
84.7488,3,5,은평구,9.2
59.79,14,10,강서구,11.28
84.95,7,14,송파구,11.3
59.79,5,25,강동구,7.05
51.764,9,6,송파구,6.85
59.97,8,5,강동구,10.5
82.45,8,45,송파구,19.4
72.85,25,24,강동구,9.33
81.24,1,20,양천구,7
59.13,19,23,동대문,5.95
43.2,6,36,양천구,4.22
84.77,4,18,양천구,6.2
84.976,24,10,용산구,15.7
84.83,11,16,은평구,9.45
59.25,11,12,성동구,12.8
59.76,4,19,마포구,6.9
48.48,5,29,강남구,5.2
46.03,12,6,강서구,3.73
84.24,16,5,강동구,16.8
84.85,22,6,동대문,12.2
14.97,7,6,마포구,2.8
157.85,30,14,중랑구,15.4
59.96,10,28,도봉구,6
84.97,12,7,강동구,12.625
84.97,3,16,강서구,10.6
114.93,11,26,성북구,7.8
15.2144,12,5,성북구,1.12
84.09,6,19,성북구,6.3
88.68,13,46,서초구,18.6
59.98,3,19,강서구,8.95
16.37,13,11,중구,1.26
84.87,8,14,은평구,7.9
36.16,6,35,도봉구,3.6
59.98,26,15,서초구,23.3
84.88,19,21,노원구,8.9
36.2415,10,2,은평구,5
84.98,5,27,노원구,6.71
59.99,1,14,성북구,8.75
59.99,23,1,서초구,22.9
71.34,22,18,성동구,7.8
84.87,9,24,관악구,8.1
59.98,27,3,송파구,11.85
83.21,7,2,강북구,5.895
72.185,9,27,마포구,12.95
51.84,14,26,구로구,5.44
84.93,18,21,구로구,7
84.47,3,38,영등포,9.8
100.11,8,45,서초구,27
112.11,14,16,강동구,14.5
59.785,2,5,강동구,10.7
59.993,29,14,서초구,21.9
16.93,9,11,강북구,1.675
84.82,5,18,송파구,20.75
63.53,3,37,은평구,5.98
59.93,5,9,서초구,13
59.4,10,19,광진구,6.95
