전용면적,층수,연수,구,거래금액(억원)
59.8545,21,4,은평구,7.98
82.2,11,31,관악구,7.4
84.908,24,25,구로구,11.2
84.993,4,5,양천구,13.55
50.67,9,36,양천구,5.58
59.96,4,25,영등포,5.97
48.96,1,36,도봉구,3.35
84.9529,20,5,강서구,12.3
12.42,4,9,동작구,1.42
84.82,2,14,성북구,8.9
84.99,3,10,동대문,10.7
84.88,6,23,동작구,9.89
101.38,23,8,송파구,16.5
16.93,15,11,강북구,1.73
59.88,1,26,용산구,14.56
49.94,3,36,노원구,4.9
59.785,14,5,강동구,11.8
84.69,22,27,송파구,11.4
84.7,10,17,성북구,8.1
53.46,5,39,서초구,15.4
84.97,8,7,강동구,12.6
84.79,4,6,서초구,30
84.83,17,24,동대문,7.75
83.87,11,22,노원구,5
84.86,1,26,성동구,10.4
84.87,7,4,중랑구,9.8
34.44,9,32,강서구,4.95
71.37,15,36,양천구,10.1
84.96,16,28,중랑구,7.25
84.64,8,19,성북구,8.95
39.78,9,35,노원구,3.95
51.48,10,38,노원구,6.35
77.74,1,31,강서구,5.5
59.92,2,15,성북구,7.95
59.94,12,31,관악구,4.59
84.71,17,24,성동구,12.45
35.24,16,16,송파구,9.3
58.98,1,28,마포구,5.29
59.25,11,20,마포구,9.8
51.48,8,36,양천구,11.1
84.53,6,17,강서구,8.7
35.1,8,35,도봉구,2.8
59.82,8,22,금천구,5.25
71.82,7,20,은평구,6.3
84.97,2,4,강동구,13.15
84.99,6,32,강북구,5.4
59.68,5,25,구로구,7.12
59.99,14,8,서초구,17.9
99,12,45,송파구,19.5
59.95,8,26,노원구,5.5
51.12,4,32,강남구,10.6
84.33,11,18,동작구,7.5
132.96,14,26,성북구,8.5
84.42,7,32,서대문,7
59.74,15,27,송파구,7.2
58.14,11,29,노원구,6.4
114.75,4,23,동작구,10.5
18.86,5,3,중구,2.76
111.3958,11,5,마포구,18.1
59.58,20,26,성북구,5.3
84.64,7,19,성북구,8.7
138.68,13,18,광진구,20
79.248,13,20,성북구,6.6
15.36,3,12,동작구,1.1
84.91,6,23,광진구,10.45
59.968,28,6,금천구,8.1
59.99,14,19,성북구,6.95
147.7221,11,11,서초구,25.8
84.51,10,14,은평구,9.3
84.22,9,4,관악구,3.3139
70.23,1,18,구로구,5.05
41.85,4,30,강서구,4.98
16.92,16,12,구로구,1.2
84.98,22,16,성북구,6.69
59.99,9,16,강동구,10.97
59.99,8,14,은평구,7.3
51.77,3,11,송파구,8.55
59.82,16,26,은평구,6.2
41.85,2,30,강서구,4.7
42.7,3,4,관악구,1.8584
58.01,15,35,노원구,4.6
41.3,9,34,도봉구,4.2
84.96,14,26,용산구,21
106.65,15,28,송파구,12
116.86,12,32,관악구,9.25
84.98,8,31,도봉구,5
59.5075,4,1,성동구,10
50.46,2,21,강동구,3
59.85,9,15,은평구,7.92
84.9817,8,11,동작구,14.4
59.959,5,13,마포구,11.8
84.83,3,22,금천구,5.5
121.52,9,50,영등포,21
41.62,8,56,중구,3.1
59.96,10,6,송파구,16.6
59.9718,8,7,마포구,12
82.3019,12,23,구로구,6.8
46.75,12,31,동작구,7.1
49.66,18,5,강동구,8.2
84.82,26,18,송파구,22.9
29.03,13,5,구로구,2.85
40.94,8,8,성동구,7.73
84.96,3,6,송파구,17.2
84.94,1,10,중랑구,6.87
84.92,8,10,마포구,14.9
84.8485,15,20,중랑구,5.8
84.86,13,24,송파구,13.7
84.9097,2,18,강남구,20.8
59.4,7,25,노원구,5.79
126.89,2,34,도봉구,7.37
84.99,15,24,금천구,5.04
84.87,11,24,구로구,9.35
12.1,7,12,강남구,1.89
14.495,17,11,강동구,1.05
59.64,13,24,강동구,8.35
74.66,6,4,강남구,21.2
59.89,27,15,서초구,24
84.71,13,24,성동구,11.5
68.035,5,17,동대문,2.9
133.619,9,21,강서구,9.4
59.88,2,19,성북구,4.75
114.86,6,10,강서구,16
84.51,14,8,성동구,17
84.915,20,23,구로구,7.87
59.97,4,4,양천구,8.4
59.89,16,24,동대문,7.15
59.99,7,10,동대문,9.5
84.74,3,15,강동구,8
84.78,22,21,동대문,8.98
114.98,17,14,강북구,10.75
58.01,15,36,노원구,5
39.69,8,35,송파구,7
59.94,17,22,중구,10.2
41.3,15,36,노원구,4.4
156.99,12,53,영등포,28
59.76,7,28,성동구,7.95
84.78,18,21,동대문,9.1
59.96,1,8,노원구,6.5
84.822,19,25,성동구,14.7
115.6488,16,8,송파구,18.6
75.63,5,12,양천구,7.6
84.98,14,15,성북구,8.55
59.949,6,5,성동구,13.08
36.16,15,35,도봉구,3.4
148.94,10,16,영등포,27.7
59.9,16,5,성북구,8.95
84.96,12,26,용산구,20.5
59.52,8,26,강동구,5.85
53.88,8,38,양천구,13.8
84.73,28,3,강남구,25.3
163.44,8,22,송파구,15
77.46,3,18,은평구,3.9
59.89,9,31,강서구,6.1
53.31,5,26,구로구,1.5
84.95,12,21,서초구,18.85
59.84,11,25,동대문,6.2
59.2,5,37,노원구,5.5
84.97,26,22,노원구,7.9
49.5,5,34,노원구,5.2
84.97,1,5,강동구,12
76.79,1,44,강남구,23.7
59.94,3,26,성북구,5.6
80.25,10,42,서초구,19.98
60.66,2,22,강남구,5.05
84.69,12,27,송파구,11.85
59.84,9,16,강서구,7.48
59.92,10,27,송파구,9.9
59.91,25,4,영등포,10.4
110.22,1,41,광진구,16.3
59.98,4,4,강동구,11.8
15.11,12,12,구로구,1
50.58,6,38,도봉구,5
59.87,8,16,강서구,7.95
13.41,8,9,관악구,1.4
84.97,21,4,양천구,10.1
84.8,14,16,송파구,25
59.97,8,10,강남구,12.3
59.99,15,14,성북구,8
59.97,8,12,서대문,8.87
59.99,5,15,동대문,8.09
84.99,11,16,송파구,22
59.936,7,20,성동구,9.3
59.78,21,19,영등포,8.35
84.98,15,15,성북구,9.8
84.69,8,20,은평구,5.75
59.67,7,35,노원구,5.05
16.69,10,6,노원구,1.5
84.705,19,21,강북구,6.5
83.06,9,36,송파구,18.9
45.9,2,35,노원구,3.59
59.93,16,23,중구,11.85
59.97,5,29,성동구,7.3
49.28,10,25,노원구,4.28
114.71,4,23,성동구,15
59.96,5,6,송파구,14.8
84.87,9,25,성북구,8.6
59.4,13,25,마포구,9.7
84.98,10,11,성북구,7.8
127.33,15,38,강동구,16
55.16,4,20,양천구,2.97
70.62,9,37,도봉구,4.9
83.44,5,12,관악구,6.6
114.793,9,19,서대문,10.6
84.85,4,30,성북구,6
59.7,9,25,성동구,11.6
105.49,2,21,서초구,10.35
18.3,7,3,중구,2.6
84.95,7,5,관악구,10.2
70.62,1,38,도봉구,4.58
84.9958,12,20,강서구,9.15
84.51,7,19,은평구,4.8
84.78,12,32,동작구,7.5
84.244,4,5,강동구,15.7
59.9825,5,7,강서구,9
114.32,15,12,성동구,18.9
59.376,22,5,마포구,13.725
33.71,8,20,강동구,3.4
15,10,11,도봉구,0.92
101.65,5,16,강서구,11.77
42.98,2,9,영등포,3.75
59.9835,15,6,서대문,8.33
84.96,1,33,도봉구,4.33
37.72,4,1,강북구,3.335
167.58,13,15,은평구,20.75
59.94,8,28,영등포,7.2
84.96,9,14,성북구,9.75
84.99,17,16,송파구,23.5
39.6,4,27,송파구,6.29
74.9044,12,7,동대문,8.2
59.89,24,12,서초구,12
84.96,3,4,관악구,3.3442
59.73,9,25,양천구,7
44.52,7,32,노원구,3.7
84.689,18,20,마포구,8.85
114.9,19,23,구로구,7.2
73.133,4,22,영등포,10.2
84.97,1,17,송파구,17.8
84.72,8,3,양천구,12.7
72.687,2,4,관악구,6.0599
84.99,12,29,중랑구,7
59.97,5,12,서대문,8.77
59.99,5,14,은평구,7.1
84.9,18,24,마포구,13
84.86,12,26,성동구,15.5
36.16,2,33,도봉구,3.57
72.85,20,24,강동구,9.32
114.32,3,12,성동구,16.9
59.96,14,17,동작구,9.5
84.79,24,16,송파구,18.5
59.49,7,36,양천구,6.3
59.4,21,27,중랑구,4.7
80.5004,8,4,서초구,16
59.56,10,27,서초구,14
84.4,4,26,중랑구,5.9
36.88,5,18,구로구,4.2
84.6,2,19,금천구,3.5
84.97,11,22,중랑구,7.25
42.85,6,12,강서구,2.1
139.6,39,17,광진구,21.5
59.7,8,25,서대문,7.6
59.99,17,21,성북구,7
68.22,7,28,마포구,10.15
84.92,8,7,영등포,11.8
59.978,3,12,중랑구,5.9
40.86,1,38,성동구,6.7
121.64,9,10,동대문,14.2
60.5,3,36,노원구,5.5
84.534,2,14,동작구,8.6
59.97,10,13,마포구,12.7
187.08,6,13,중구,23
59.99,16,7,성동구,11.4
84.757,3,8,성북구,9.7
59.79,7,5,서대문,9
84.98,3,4,양천구,10
35.3,11,36,중랑구,3.275
114.98,20,20,마포구,16.7
59.98,14,24,영등포,8.57
59.36,10,5,강북구,7.8
13.77,5,11,중랑구,0.95
59.87,6,20,양천구,5.05
84.96,1,21,관악구,8.07
59.97,8,25,중구,8.4
18.17,4,11,중랑구,1.085
59.34,25,24,동대문,6.8
36.16,1,35,도봉구,3.4
59.92,27,4,중랑구,9.5
84.98,13,21,도봉구,6
59.85,2,25,영등포,8.99
136.325,13,36,송파구,21.6
41.3,11,36,노원구,5.05
59.981,4,5,강동구,10.2499
84.9881,13,7,강서구,11.95
58.14,9,29,강서구,8
84.9039,17,4,은평구,9.25
84.97,23,7,강동구,12.9
59.96,9,3,은평구,8.95
110.66,22,6,송파구,24.8
36.2415,5,2,은평구,5
51.48,7,38,노원구,6.65
71.49,4,35,서초구,18
53.46,4,36,양천구,10.3
114.752,20,21,성북구,8
84.97,5,24,강동구,8.1
35.61,4,35,금천구,2.1
59.4,4,30,성동구,13
45.26,1,53,용산구,3
53.96,6,37,노원구,4
59.95,6,13,중구,9.9
84.98,5,7,강서구,13
116.27,12,23,은평구,9
64.26,5,40,송파구,11
59.747,17,10,양천구,7.6
59.895,2,21,은평구,5.3
84.9,10,29,종로구,11.9
20.45,8,11,관악구,1.75
84.971,19,9,서대문,12.6
59.98,26,3,영등포,11.3
59.98,3,28,영등포,6.1
59.97,13,4,양천구,8.45
84.91,7,32,서초구,16.5
84.9321,12,11,서초구,22.5
78.2853,5,21,은평구,6.35
64.5,2,4,강북구,3.6
59.88,9,19,성북구,4.7
84.98,19,6,동작구,13
114.56,14,18,성북구,8.15
84.15,8,16,마포구,9.6
84.9,14,20,영등포,8.4
114.95,12,27,동대문,9
59.96,16,16,송파구,19
149.45,5,17,송파구,27.3
84.87,8,3,은평구,10.45
84.2,6,20,관악구,9.75
84.52,2,30,동작구,5.98
84.97,20,22,노원구,7.6
84.97,6,16,관악구,6.3
84.44,13,10,마포구,14.7
103.86,25,19,영등포,19
114.69,15,25,용산구,23.5
59.4,1,25,서대문,6.1
54.81,5,41,강동구,9.95
16.45,4,11,강북구,1.6
83.06,10,36,송파구,19.45
84.96,5,28,중랑구,6.75
59.95,22,16,송파구,17.3
84.91,4,28,강동구,9.4
84.79,30,16,송파구,18
33.07,6,1,강북구,3.04
84.9,3,32,중랑구,6.2
84.99,10,10,동대문,11.4
84.96,17,10,동대문,12.6
76.5,15,46,송파구,24.63
84.99,1,19,구로구,6.1
59.89,17,24,동대문,6.5
59.96,14,5,성북구,7.5
84.87,5,36,마포구,9.5
163.36,12,20,서초구,22.8
84.86,1,20,양천구,3.85
59.98,7,4,강동구,10.5
59.817,6,5,마포구,12.4
29.35,2,1,중랑구,2.6904
71.77,9,37,양천구,15.75
84.98,16,16,관악구,6.5
59.4,18,25,노원구,5.5
84.9,4,25,영등포,11
84.73,8,22,동작구,9.9
59.91,25,27,송파구,11
84.56,6,17,은평구,5.4
57.84,5,33,강동구,5.8
84.98,16,6,송파구,17.8
59.9,17,19,마포구,11.75
14.7,6,8,동작구,1.35
59.93,10,13,은평구,6.7
39.69,6,35,송파구,6.8
84.75,15,30,강동구,9
34.64,8,22,마포구,2.79
59.92,11,28,강서구,6.78
84.98,31,16,강동구,11.85
84.992,9,21,성북구,7.8
120,6,45,송파구,25.1
59.89,2,15,구로구,5.4
59.81,5,20,강서구,8
59.6,6,14,강북구,7.025
59.88,3,4,양천구,8.15
178.84,12,13,성북구,13
84.57,15,21,양천구,6.3
84.98,1,15,양천구,5
59.63,10,13,은평구,7
117.74,9,21,구로구,15.5
84.95,4,5,은평구,9.5
129.37,21,27,중랑구,8.35
84.79,13,32,관악구,5
59.37,3,15,은평구,7.2
59.97,15,29,성동구,7.12
54.59,1,36,노원구,4.63
84.78,9,17,동대문,7.4
80.13,3,20,송파구,7.1
77.31,15,28,양천구,3.95
16.98,11,10,종로구,1.88
84.95,3,19,강동구,8.5
59.98,24,3,영등포,10.75
114.78,9,27,양천구,17.1
76.79,1,45,강남구,21.4
59.98,2,24,강동구,6.23
59.99,9,19,성동구,9.47
114.18,1,25,동작구,8.8
59.7848,4,3,마포구,14.85
70.52,12,37,구로구,5.89
59.82,24,27,광진구,10.75
49.94,8,36,노원구,4
34.44,1,32,강서구,4.466
114.9,1,21,동대문,8.3
100.3241,21,19,성북구,7
59.06,3,1,중랑구,5.6174
31.73,9,25,영등포,3.63
22.8,6,3,관악구,2.65
59.74,1,27,송파구,6.356
59.95,6,26,송파구,8.7
104.7,12,31,동작구,10.3
59.789,9,3,은평구,7
59.6,13,14,강북구,7.05
84.98,19,12,성동구,15
88.68,6,46,서초구,18.4
114.88,16,22,중구,14
60.5,4,36,노원구,5.55
136.65,11,27,마포구,17.25
104.01,7,41,강남구,17.8
132.94,18,26,강남구,21.5
73.133,5,22,영등포,9.8
57.66,4,39,관악구,4.95
24.3859,7,2,영등포,3.761
44.52,5,32,노원구,4
84.98,2,19,강서구,11
149.52,4,49,영등포,24
59.96,16,16,송파구,20
84.98,2,26,노원구,5.8
84.93,12,24,중랑구,5.99
59.981,7,9,서대문,9.4
84.83,2,13,성북구,6.5
73.15,11,33,서초구,12.5
59.94,4,25,노원구,5.15
84.94,6,29,도봉구,5.3
25.99,9,4,동대문,3.4
114.65,12,27,강동구,9.86
114.68,17,26,동작구,12.5
51.48,9,38,노원구,6.8
43.35,14,35,노원구,3.9
13.26,11,6,중랑구,1.1
118.25,9,31,동작구,13
25.95,9,5,강서구,2.68
84.993,10,23,강북구,7.5
59.99,6,19,관악구,6.05
39.98,13,32,강남구,8.95
59.7,6,25,강서구,7.7
59.94,12,25,노원구,5.85
59.91,6,5,동대문,8.6
59.99,13,14,성북구,8.3
115.26,12,31,노원구,12.45
84.95,9,15,양천구,5.5
59.92,6,24,관악구,7.9
37.97,4,1,강북구,3.355
186.9,1,20,종로구,16.3
84.8359,9,7,종로구,18.4
84.99,7,6,송파구,21
46.8,12,35,노원구,3.77
84.99,2,18,강서구,8.7
84.93,8,17,송파구,12
84.93,15,11,송파구,13.6
59.99,4,20,성북구,7.2
80.2,5,33,서초구,12.6
73.06,5,21,동작구,3
84.67,9,19,마포구,11.6
114.96,11,29,성동구,10.7
59.94,6,25,강동구,7.48
59.789,2,3,은평구,7.2
84.4214,26,8,금천구,10
80.01,2,35,송파구,8.6
60.42,3,14,용산구,14
18.24,7,11,강북구,1.775
84.98,15,19,강서구,12
84.982,15,5,성동구,16.1
84.69,2,28,서초구,13.35
84.97,11,16,강서구,11.6
64.65,4,31,강서구,6.24
84.91,17,28,광진구,13.4
84.99,5,18,강서구,9.02
177.99,12,13,강동구,22
19.09,6,8,구로구,0.93
114.771,3,12,성동구,19.7
56.76,1,36,양천구,10.65
59.97,18,4,강동구,9.65
49.95,15,25,양천구,6.15
59.785,5,5,강동구,11.6
84.78,6,23,도봉구,8.3
152.1,9,9,강서구,14
84.995,3,21,도봉구,5.8
59.34,16,25,노원구,5.25
59.581,12,26,도봉구,4.27
59.22,8,35,노원구,6
84.71,16,20,강북구,6.85
49.77,5,28,중랑구,4.25
101.61,2,16,은평구,7.7
84.99,10,16,송파구,21.3
84.88,15,17,성북구,9.15
84.99,14,4,마포구,16.39
126.3,26,17,용산구,14.5
15.62,15,11,성북구,1.12
84.92,10,10,성동구,13.4
44.52,9,32,노원구,3.6
59.76,13,26,중랑구,6.15
84.96,16,18,성북구,9.2
59.99,15,10,동대문,9.7
84.94,12,32,노원구,6.45
84.71,9,24,성동구,11.5
64.79,3,35,광진구,8.5
59.11,4,5,강동구,10.3
66.24,10,36,양천구,11.95
59.34,10,20,금천구,4.65
81.5,4,25,강동구,5.8
84.47,15,38,영등포,9.6
83.38,7,25,서대문,9.3
59.91,6,27,중랑구,5.6
84.98,12,19,강서구,12.4
84.07,2,26,강서구,7.5
59.22,8,38,노원구,7.3
59.785,3,5,강동구,10.97
59.99,11,6,강남구,18.4
53.656,12,22,노원구,4.15
59.785,7,5,강동구,12.3
58.09,4,31,은평구,4.7
77.29,4,17,동대문,5.4
59.86,10,26,관악구,6.3
52.74,13,1,강북구,6
84.95,13,12,서대문,10.7
84.55,7,18,동대문,7.3
49.94,10,34,도봉구,4.7
59.91,3,27,강서구,6
84.98,7,4,서대문,8.58
59.92,9,21,마포구,8.5
101.34,1,10,서초구,10.3
84.87,10,13,강남구,26
164.82,4,24,구로구,14.5
84.98,21,4,마포구,17.5
59.9992,3,11,동작구,11.5
84.97,23,7,강동구,12.9
142.2,11,38,양천구,29.5
84.92,11,37,노원구,6
70.73,10,37,양천구,14.8
84.93,9,12,서대문,11
59.96,4,24,성동구,9.15
84.94,18,21,영등포,15.93
117.585,1,36,송파구,17.45
60,2,19,성북구,5.2
36.16,10,35,도봉구,3.55
84.968,9,9,서대문,10.5
84.95,2,33,송파구,11.3
35.1,11,35,도봉구,2.9
106.21,4,20,성북구,3.25
24.319,4,11,동대문,2.5
59.998,16,20,구로구,7.15
59.34,6,20,금천구,4.1
102.8617,12,4,용산구,25.8
59.97,23,3,은평구,8.34
45.75,17,20,서대문,5.8
76.79,11,44,강남구,22
59.96,15,25,구로구,7.05
84.97,3,16,은평구,7
59.98,6,4,강동구,10.5
52.71,11,34,은평구,4.25
84.78,5,23,도봉구,8.15
82.68,6,31,노원구,5.4
84.741,11,22,구로구,6.68
59.98,17,8,마포구,14.4
84.31,4,2,은평구,8.1
32.39,7,36,노원구,3.56
84.75,6,30,강동구,8.95
79.97,3,33,마포구,10.9
59.97,5,5,영등포,10
59.8,2,27,강동구,6.27
59.97,14,25,강서구,6.73
84.94,8,1,동작구,15.95
58.01,8,36,노원구,5.75
39.6,6,30,강서구,4.9
84.95,4,5,은평구,9.5
39.6,3,32,강서구,5.45
49.14,6,38,송파구,5.88
59.39,6,36,노원구,4.85
84.95,6,4,서초구,29.9
59.99,10,5,성북구,9.2
71.49,14,35,서초구,18.3
59.91,2,27,금천구,3.07
36.2415,10,2,은평구,5
84.9353,18,21,중랑구,8.2
59.8848,3,18,강남구,17.45
16.37,17,11,중구,1.53
84.984,8,10,양천구,9.38
59.9,8,26,영등포,7.1
84.96,13,17,강서구,9.5
22.75,4,8,중구,2.15
54.72,9,33,마포구,9.05
59.9656,8,10,마포구,13.7
16.93,7,11,강북구,1.65
36.81,5,1,강북구,3.33
58.14,11,29,강서구,7.1
59.98,6,21,마포구,11.4
84.85,2,13,중구,10.4
114.76,4,19,성동구,13
84.96,4,29,동작구,7.5
59.992,23,9,서대문,10.5
84.93,7,16,송파구,13.7
84.95,1,6,송파구,16.45
59.76,10,27,도봉구,6.65
114.99,10,15,성북구,8.1
59.6,10,14,강북구,7.21
88.26,9,43,서초구,17.9
16.45,9,11,강북구,1.645
83.69,13,37,강남구,22
59.87,15,13,은평구,6.68
84.357,7,5,강남구,25
59.4,6,25,마포구,9.7
84.31,17,5,동대문,10.7
59.35,31,8,강동구,10.6
84.99,5,9,강서구,12.23
122.58,15,31,강북구,7
63.44,4,44,용산구,10.5
84.77,4,28,노원구,10.91
84.98,4,4,성북구,9.28
84.93,4,16,송파구,11.25
69.21,10,34,성동구,11
37.18,6,11,강서구,2.49
44.81,3,2,강북구,3.77
84.779,7,3,은평구,8.9
59.98,13,8,성동구,11
48.96,11,24,양천구,5.9
23.34,5,2,강북구,2.135
59.06,4,1,중랑구,5.6174
59.99,10,9,영등포,9.7
84.98,8,13,구로구,7.1
59.4,7,25,서대문,6.45
84.84,4,16,동대문,6.95
36.16,11,35,도봉구,3.5
59.9818,18,18,강남구,19.75
39.32,8,10,서대문,3.12
29.1,6,8,관악구,2.75
59.95,17,8,양천구,12.5
84.99,19,19,관악구,7.6
114.666,8,25,성동구,15.3
84.14,4,21,강동구,4.95
57.3,23,28,중랑구,5.4
59.936,14,20,성동구,8.9
38.53,1,23,중구,1.6
58.65,2,32,강서구,7.13
70.78,6,20,강서구,3.35
39.51,13,32,강남구,9.8
59.76,12,25,광진구,10.2
84.91,22,28,광진구,13.95
59.4,18,19,강남구,16.83
84.049,5,17,성북구,9.7
59.97,11,28,성동구,7.38
59.98,4,4,영등포,11.35
76.51,14,33,노원구,4.9
59.76,2,25,강서구,7.37
84.9712,9,3,강동구,12.5
84.53,8,35,서초구,20.5
84.9953,15,9,서대문,13.2
59.64,3,16,송파구,17.3
59.9823,13,5,송파구,9.18
59.58,3,20,관악구,6.7
84.93,6,25,영등포,7.3
177.86,4,21,강서구,13.5
44.56,5,7,종로구,2.8
84.95,3,6,서대문,14.1
160.85,12,16,종로구,19
59.938,15,5,은평구,8.7
39.53,2,32,강남구,10.4
53.94,3,38,구로구,3.3
59.96,12,30,노원구,5.7
84.91,4,22,서초구,20
59.994,9,3,노원구,6.875
59.85,4,15,은평구,7.5
100.95,10,4,영등포,15.5
84.14,1,29,양천구,9.2
74.83,6,22,송파구,6.3
84.98,6,24,동대문,8
114.99,1,23,구로구,7.18
84.957,9,4,노원구,11.93
84.95,17,20,양천구,11.5
59.98,19,4,마포구,13.8
84.9,7,29,강서구,7.7
84.87,5,24,송파구,13.7
68.99,9,36,노원구,6
126.28,9,29,중랑구,10.4
59.981,6,9,서대문,8.95
84.99,10,31,동작구,5.6
84.76,2,32,광진구,11.35
84.96,19,27,중랑구,6.7
84.96,15,24,성북구,6.725
84.838,6,17,성동구,12.35
34.64,10,22,마포구,2.5
35.24,3,16,송파구,8.8
50.54,1,38,마포구,9.3
146.92,3,16,종로구,17.4
142.98,5,27,서대문,8.4
84.84,7,12,강남구,13.5
19.09,6,8,구로구,0.9
57.63,1,25,중구,7.75
45.255,5,21,서초구,4.65
59.94,18,24,금천구,3.88
42.71,5,2,강북구,3.675
84.77,12,27,양천구,12.6
84.73,27,3,강남구,27
54.94,5,37,양천구,12
49.82,24,4,강동구,6.38
62.22,15,34,도봉구,4.22
58.15,15,21,양천구,5.15
41.85,14,29,강서구,4
84.77,1,31,서대문,7.4
84.97,16,6,강동구,12.75
59.983,7,5,성동구,13.3
13.642,2,10,서대문,1.45
84.97,24,4,강동구,14.2
84.98,17,19,강서구,12.2
95.65,1,20,서초구,9.9
59.99,1,6,강남구,18.75
84.32,5,13,은평구,8.2
84.88,17,17,성북구,9.4
72.6,5,54,중구,5.67
15.63,3,10,광진구,1.26
59.97,17,18,송파구,17.2
59.85,15,6,서대문,11.85
59.95,1,24,노원구,5.2
84.94,10,3,강남구,23.7
84.48,2,41,강남구,24.5
84.244,10,5,강동구,16
84.78,8,24,강남구,16
59.97,19,3,은평구,9.1
59.76,4,22,도봉구,2.75
84.77,21,25,마포구,14.2
60.96,2,22,강서구,2.55
42.98,4,47,영등포,7.6507
59.76,7,36,관악구,4.15
84.98,14,4,마포구,15.45
59.9,3,17,성동구,11.5
49.54,2,5,동대문,5.7
84.9,4,12,광진구,17.6
84.881,9,24,노원구,6.8
84.93,4,38,강동구,11.9
218.01,11,24,양천구,18.5
59.82,6,27,광진구,10.83
84.97,1,13,강북구,7.3
59.9398,12,3,강동구,10.7
22.37,4,11,서초구,1.7
14.22,17,12,금천구,0.96
59.88,12,19,성북구,4.55
84.86,19,23,동대문,7.9
56.66,5,27,종로구,3
60,19,23,도봉구,6.7
121.987,5,37,강동구,12.7
121.63,11,16,송파구,26.5
59.59,2,24,서대문,6.5
83.06,21,36,송파구,17.6
84.52,7,32,서초구,23.7
59.89,2,31,동작구,8.5
84.98,12,3,영등포,13.2
49.95,9,25,양천구,6.05
59.87,12,7,성북구,8.2
59.7827,10,6,동작구,13
84.91,1,15,구로구,6.7
59.99,19,8,성동구,11.2
84.97,19,7,강동구,12.5
84.94,11,20,금천구,6.5
59.89,10,25,동작구,6.9
199.46,31,19,영등포,23.1
84.991,15,19,강남구,26
59.9154,5,5,동작구,15.95
39.6,8,27,송파구,6.12
59.96,18,5,성북구,7.85
84.83,1,29,도봉구,4.3
16.92,20,12,구로구,1
59.82,17,22,양천구,11.5
131.4,13,31,강서구,11
84.83,30,8,강동구,13.95
59.67,1,36,도봉구,3.9
18.24,8,11,영등포,1.1
177,13,14,중구,27
84.96,10,27,동작구,9.7
50.54,5,38,마포구,8.85
79.61,7,37,강남구,19
87.49,8,36,노원구,7.75
84.99,16,27,광진구,15.3
84.97,5,13,동대문,9.75
59.4,18,26,영등포,7.97
114.84,20,24,영등포,14.1
59.67,16,1,은평구,11.45
59.96,7,14,구로구,6.35
59.94,4,26,강동구,5.53
84.99,6,32,강북구,5
82.0165,8,3,서초구,22.3
84.87,15,21,동대문,8.8
84.96,3,28,서대문,6.8
55.5,1,35,도봉구,2.7
39.53,8,32,강남구,11
33.18,9,32,강남구,8.55
36.2275,23,2,은평구,4.5
48.26,4,49,영등포,7.96
49.6,1,25,노원구,4.28
59.98,1,6,광진구,8.47
84.98,29,6,송파구,19.7
59.85,25,11,송파구,10.34
84.85,21,6,강동구,13.1
63.6,4,21,양천구,3.5
84.98,8,18,동작구,9.2
146.92,8,16,종로구,17
84.9005,20,2,영등포,11.8
59.885,8,17,동대문,7.85
54.94,11,37,양천구,13.2
84.42,1,31,은평구,4.8
59.96,1,15,서대문,6.3
112.11,1,16,강동구,15.5
25.89,10,20,강남구,2.6
84.86,10,32,도봉구,5.38
84.97,15,16,관악구,7
118.25,3,31,동작구,13.15
39.53,4,32,강남구,10.2
132.96,5,26,성북구,8.7
96.48,4,45,서초구,28
84.94,12,27,동작구,9.7
128.26,2,28,마포구,11.2
84.15,32,22,강남구,22.8
59.81,4,7,성북구,8.6
15.792,7,4,서대문,2.36
84.95,12,10,강서구,15.4
84.54,12,25,서초구,18.7
84.98,10,3,성북구,9.65
68.14,13,36,성북구,4.05
73.566,5,5,강동구,14
95.4,10,38,양천구,19.7
84.84,13,32,강서구,6.72
134.74,13,31,노원구,14.2
55.85,11,18,서대문,7.1
44.33,4,36,노원구,4.05
84.76,5,13,송파구,13.9
74.74,3,12,강남구,14
137.63,38,15,용산구,28.13
59.92,3,24,동대문,4.85
84.908,22,24,구로구,9.1
117.74,10,21,구로구,14.98
59.052,11,5,강동구,12.27
84.6475,20,18,중랑구,8.5
59.87,13,28,마포구,5.2
84.97,3,24,강동구,7.87
101.9176,17,20,도봉구,8.75
59.9663,10,12,성동구,9.5
60,9,24,구로구,9.6
59.92,7,24,관악구,7.2
102.8617,35,4,용산구,28.7
